NDC,RxNorm,Count_10years
62451-5390-13,2353,4067
62451-5391-13,2353,749
62451-7804-13,,76984
62451-7804-13,8591,38552
62451-8841-54,,1
62451-8841-54,7417,11454
62451-8841-72,,1
62451-8841-72,7417,11454
62451-8851-54,7417,6821
62451-8851-72,7417,6821
62451-9998-10,797541,368
62451-9998-27,,750
62451-9999-37,,730
62484-0020-1,103,4
62484-0020-2,103,4
62511-000-01,1952,1
62511-000-02,1952,5
62530-00011,,1
62531-00100,,1
62531-00150,100213,1
62541-201-30,8152,167
62541-202-30,8152,215
62541-203-30,8152,64
62541-204-30,8152,44
62541-301-30,1291301,5
62541-302-30,1291301,73
62541-303-30,1291301,91
62541-401-10,743,1
62541-402-10,743,143
62541-403-10,743,162
62541-404-10,743,97
62541-405-10,743,142
62542-301-03,2400,581
62542-301-04,2400,581
62542-301-16,2400,581
62542-301-17,2400,581
62559-111-07,5492,78
62559-111-11,5492,78
62559-138-07,5492,727
62559-138-11,5492,727
62559-149-01,6904,330
62559-150-01,6904,303
62559-151-16,7804,71070
62559-152-30,7804,4448
62559-153-04,7676,697
62559-158-01,42355,546
62559-159-01,42355,3095
62559-160-01,42355,4130
62559-165-01,6915,2614
62559-166-01,6915,3309
62559-167-01,7804,244285
62559-170-01,7052,8307
62559-170-05,7052,8307
62559-171-01,7052,680
62559-171-05,7052,680
62559-173-31,31805,62
62559-190-16,6915,4165
62559-210-31,7426,2218
62559-210-81,7426,2218
62559-230-01,8754,1795
62559-231-01,8754,691
62559-232-01,8754,206
62559-240-01,6826,175
62559-241-01,6826,567
62559-250-01,24605,1012
62559-251-01,24605,2572
62559-280-01,42351,121
62559-310-20,11124,380
62559-340-01,42351,4529
62559-380-01,4441,7691
62559-381-01,4441,12929
62559-382-01,4441,950
62559-390-20,11124,12466
62559-390-50,11124,12466
62559-391-20,11124,2278
62559-391-50,11124,2278
62559-420-07,52582,1713
62559-420-11,52582,1713
62559-430-01,5492,486
62559-431-30,5492,46971
62559-440-01,4053,5545
62559-440-02,4053,5545
62559-460-90,8703,135
62559-461-90,8703,320
62559-490-01,1223,27543
62559-490-10,1223,27543
62559-510-01,5764,1702
62559-511-01,5764,2161
62559-520-01,8787,1780
62559-521-01,8787,1565
62559-522-01,8787,1006
62559-523-01,8787,569
62559-530-01,8787,9592
62559-531-01,8787,8957
62559-532-01,8787,4006
62559-533-01,8787,2287
62559-540-15,5542,1
62559-550-16,10180,37111
62559-560-01,8332,1074
62559-561-01,8332,496
62559-570-01,1424,9154
62559-571-01,1424,22315
62559-572-01,1424,2471
62559-590-30,8787,99
62559-590-77,8787,99
62559-591-30,8787,41
62559-600-30,8787,7
62559-601-30,8787,13
62559-620-37,2447,2610
62559-630-01,4053,5545
62559-631-01,4053,264
62559-640-30,153822,188
62559-641-30,153823,256
62559-642-30,214354,591
62559-642-90,214354,591
62559-643-30,214354,540
62559-643-90,214354,540
62559-650-90,5487,87
62559-651-90,5487,224
62559-652-90,5487,77
62559-660-90,5487,219
62559-661-90,5487,358
62559-662-90,5487,145
62559-670-30,84857,3624
62559-680-30,83008,708
62559-690-05,9143,14022
62559-690-60,9143,14022
62559-691-30,9143,3193
62559-700-30,36567,340
62559-700-90,36567,340
62559-701-30,36567,1384
62559-701-90,36567,1384
62559-702-30,36567,1473
62559-702-90,36567,1473
62559-703-30,36567,323
62559-703-90,36567,323
62559-710-01,3247,676
62559-711-01,3247,1778
62559-712-01,3247,580
62559-713-01,3247,135
62559-714-01,3247,87
62559-715-50,3247,40
62559-721-01,10368,96
62559-722-01,10368,94
62559-730-01,24812,59
62559-731-01,24812,266
62559-790-01,6901,20513
62559-791-01,6901,21440
62559-830-03,11124,21
62559-830-55,11124,21
62559-830-80,11124,21
62559-850-60,1191,6949
62577-614-01,864701,73
62577-614-11,864701,73
62584-145-01,32624,3001
62584-145-11,32624,3001
62584-159-01,3154,259
62584-159-11,3154,259
62584-163-11,3154,61
62584-163-65,3154,61
62584-235-01,2231,33564
62584-236-01,2231,272543
62584-237-01,723,13659
62584-238-01,723,312391
62584-259-01,6809,248200
62584-259-11,6809,248200
62584-265-01,6918,298733
62584-265-11,6918,298733
62584-265-HT,,54229
62584-266-01,6918,226184
62584-266-11,6918,226184
62584-267-01,6918,70401
62584-267-11,6918,70401
62584-339-01,2599,29527
62584-339-11,2599,29527
62584-467-01,1202,121207
62584-467-11,1202,121207
62584-657-01,2599,95378
62584-657-11,2599,95378
62584-693-11,3640,40424
62584-693-21,3640,40424
62584-713-01,519,79925
62584-713-11,519,79925
62584-733-01,5470,31673
62584-733-11,5470,31673
62584-734-01,5470,21841
62584-734-11,5470,21841
62584-741-01,5553,8809
62584-741-11,5553,8809
62584-812-01,7781,3048
62584-812-11,7781,3048
62584-813-01,7781,2705
62584-813-11,7781,2705
62584-814-01,7781,381
62584-814-11,7781,381
62584-886-01,1115,3109
62584-886-11,1115,3109
62584-887-11,1115,725
62584-887-21,1115,725
62584-897-01,4511,182324
62584-897-11,4511,182324
62584-984-01,11289,59089
62584-984-11,11289,59089
62584-988-01,519,82091
62584-988-11,519,82091
62584-994-01,11289,200891
62584-994-11,11289,200891
62584-994-77,11289,200891
62682-2002-1,24605,10
62750-001-11,,80
62750-001-12,,80
62750-031-11,,23
62750-034-12,,117
62750-054-10,,117
62756-015-40,10379,8179
62756-016-40,10379,8179
62756-017-40,10379,1004
62756-090-40,6691,42224
62756-090-45,6691,42224
62756-094-44,7617,344
62756-129-40,40790,1627
62756-129-44,40790,1627
62756-130-01,26225,188157
62756-131-01,26225,108250
62756-137-02,25480,164418
62756-137-05,25480,164418
62756-138-02,25480,278755
62756-138-05,25480,278755
62756-139-02,25480,45419
62756-139-05,25480,45419
62756-142-01,6809,111416
62756-142-02,6809,111416
62756-143-01,6809,8910
62756-145-13,183379,1127
62756-145-86,183379,1127
62756-146-13,183379,765
62756-146-86,183379,765
62756-147-13,183379,343
62756-147-86,183379,343
62756-148-13,183379,468
62756-148-86,183379,468
62756-160-13,77492,225765
62756-160-81,77492,225765
62756-160-88,77492,225765
62756-161-91,3251,573
62756-183-13,32624,6278
62756-183-18,32624,6278
62756-183-88,32624,6278
62756-184-13,32624,11519
62756-184-18,32624,11519
62756-184-88,32624,11519
62756-185-13,32624,3001
62756-185-18,32624,3001
62756-185-88,32624,3001
62756-200-83,31914,40
62756-202-01,25480,58466
62756-202-03,25480,58466
62756-204-01,25480,24897
62756-204-03,25480,24897
62756-218-40,115264,95
62756-224-83,31914,224
62756-238-86,194000,505
62756-239-20,194000,3889
62756-240-64,,930
62756-240-64,26225,183880
62756-250-13,84857,18686
62756-250-83,84857,18686
62756-258-02,39998,1757
62756-259-02,39998,1174
62756-260-02,39998,12117
62756-293-13,2231,33564
62756-293-88,2231,33564
62756-294-13,2231,272543
62756-294-88,2231,272543
62756-299-83,8183,380
62756-299-88,8183,380
62756-329-90,39684,1503
62756-348-44,7617,211
62756-349-44,7617,344
62756-350-40,7617,4315
62756-351-44,7617,22
62756-352-40,7617,14
62756-356-64,26225,49620
62756-356-66,26225,49620
62756-368-88,5487,682
62756-369-88,5487,77
62756-370-88,5487,695
62756-402-01,8183,24810
62756-402-03,8183,24810
62756-429-86,897018,1682
62756-430-18,42351,3807
62756-430-88,42351,3807
62756-432-83,8183,271
62756-432-88,8183,271
62756-437-69,141366,4225
62756-440-18,135447,18662
62756-440-81,135447,18662
62756-440-83,135447,18662
62756-445-18,135447,27634
62756-445-81,135447,27634
62756-445-83,135447,27634
62756-446-02,2101,59368
62756-446-04,2101,59368
62756-446-05,2101,59368
62756-457-88,2019,4628
62756-459-83,1819,3261
62756-460-83,1819,10923
62756-461-88,2019,3468
62756-508-40,283742,7
62756-508-44,283742,7
62756-509-40,283742,124
62756-509-44,283742,124
62756-511-83,72965,9020
62756-512-40,18631,55
62756-512-44,18631,55
62756-513-40,114477,436
62756-513-44,114477,436
62756-517-13,2019,3475
62756-517-88,2019,3475
62756-518-13,2019,33047
62756-518-18,2019,33047
62756-518-88,2019,33047
62756-519-13,2019,3549
62756-519-88,2019,3549
62756-520-69,37418,13002
62756-520-88,37418,13002
62756-521-69,37418,34072
62756-521-88,37418,34072
62756-522-69,37418,32420
62756-522-88,37418,32420
62756-523-88,275635,3859
62756-529-26,3251,1586
62756-529-40,3251,1586
62756-538-86,35623,526
62756-551-18,61381,5983
62756-551-83,61381,5983
62756-551-88,61381,5983
62756-552-18,61381,9695
62756-552-83,61381,9695
62756-552-88,61381,9695
62756-553-18,61381,1779
62756-553-83,61381,1779
62756-553-88,61381,1779
62756-554-18,61381,7930
62756-554-83,61381,7930
62756-554-88,61381,7930
62756-555-18,61381,1976
62756-555-83,61381,1976
62756-555-88,61381,1976
62756-556-18,61381,2421
62756-556-83,61381,2421
62756-556-88,61381,2421
62756-568-83,597768,22
62756-569-83,597770,34
62756-570-83,597772,198
62756-580-81,40790,240196
62756-707-13,38404,47698
62756-707-86,38404,47698
62756-710-13,38404,27743
62756-710-86,38404,27743
62756-711-13,38404,27417
62756-711-86,38404,27417
62756-712-13,38404,5867
62756-712-86,38404,5867
62756-720-60,6373,1
62756-751-64,61381,4879
62756-754-64,61381,2710
62756-755-64,61381,246
62756-757-64,61381,208
62756-796-13,40254,4000
62756-796-88,40254,4000
62756-797-13,40254,13510
62756-797-88,40254,13510
62756-798-13,40254,22285
62756-798-88,40254,22285
62756-826-40,3639,13075
62756-827-40,3639,13075
62756-873-88,11118,2504
62756-923-83,17128,8297
62756-924-18,17128,33809
62756-924-83,17128,33809
62756-924-88,17128,33809
62756-969-83,1819,1301
62756-970-83,1819,18557
62794-085-06,,1
62794-086-48,,1
62794-088-18,,1
62794-088-75,,1
62794-092-04,,93
62794-092-09,,93
62794-092-18,,93
62794-092-32,,93
62794-093-47,,93
62795-1004-2,,2
62795-1005-2,,3
62795-1006-2,,3
62795-1007-2,,1
62795-1009-2,,8
62795-1010-2,,5
62795-1011-2,,2
62795-1012-2,,3
62795-1017-2,,3
62795-1018-2,,1
62795-1019-2,,6
62795-1025-2,,19
62795-1027-2,,3
62795-1028-2,,7
62795-1029-2,,6
62795-1030-2,,1
62795-1038-2,,1
62795-1111-2,,1
62795-1112-2,1306166,15
62795-1115-2,,7
62795-1117-2,,8
62795-1118-2,,9
62795-1120-2,,2
62795-1121-2,,1
62795-1122-2,,20
62795-1123-2,,5
62795-1126-2,,1
62795-1127-2,,2
62795-1129-2,219937,1
62795-1130-2,,1
62795-1221-2,,3
62795-2000-4,,1
62795-2002-1,,1
62795-2003-1,,1
62795-2004-4,,1
62795-2005-4,,1
62795-4001-9,,1
62795-4002-9,,1
62795-7000-5,,3
62795-7000-6,,3
62795-7004-7,,1
62795-7004-8,,1
62795-9001-2,,1
62850-00001,797541,288
62850-00022,,15
62850-00025,,2
62856-243-30,114979,10004
62856-245-30,135446,5592
62856-246-30,135446,8410
62856-247-30,135446,547
62856-272-30,1356552,30
62856-274-30,1356552,31
62856-276-30,1356552,18
62856-278-30,1356552,20
62856-280-30,1356552,13
62856-282-30,1356552,2
62856-290-38,1356552,3
62856-389-01,1045453,1
62856-529-60,1300701,627
62856-535-30,1300701,25
62856-582-52,69036,194
62856-583-52,69036,293
62856-584-46,69036,58
62856-600-01,15657,7
62856-601-22,81864,1
62856-680-10,39998,2421
62856-681-10,39998,594
62856-682-10,39998,25
62856-705-10,8328,730
62856-708-05,1603296,1
62856-708-30,1603296,1
62856-714-05,1603296,1
62856-714-30,1603296,1
62856-718-05,1603296,1
62856-718-30,1603296,1
62856-720-05,1603296,1
62856-720-30,1603296,1
62856-775-10,8328,35
62856-796-01,70561,5
62856-797-01,70561,15
62865-312-81,9863,5
62865-500-01,,4
62935-223-05,42375,15
62935-303-30,42375,10
62935-453-45,42375,33
62935-753-75,42375,10
62942-0101-2,10231,2
62942-0101-3,10231,2
62942-101-12,10231,2
62991-1002-2,161,4
62991-1002-3,161,4
62991-1002-6,161,4
62991-1003-1,197,5
62991-1003-2,197,5
62991-1003-3,197,5
62991-1003-4,197,5
62991-1003-7,197,5
62991-1004-1,281,2
62991-1004-2,281,2
62991-1004-3,281,2
62991-1004-4,281,2
62991-1004-5,281,2
62991-1011-1,1151,1
62991-1011-2,1151,1
62991-1011-3,1151,1
62991-1011-4,1151,1
62991-1011-5,1151,1
62991-1013-1,1292,15
62991-1013-2,1292,15
62991-1013-3,1292,15
62991-1013-4,1292,15
62991-1013-5,1292,15
62991-1013-6,1292,15
62991-1017-1,1992,2
62991-1017-2,1992,2
62991-1017-3,1992,2
62991-1020-1,1347,28
62991-1020-2,1347,28
62991-1020-4,1347,28
62991-1020-5,1347,28
62991-1021-2,1399,1
62991-1021-4,1399,1
62991-1021-5,1399,1
62991-1021-6,1399,1
62991-1021-8,1399,1
62991-1023-1,1514,1
62991-1023-2,1514,1
62991-1023-3,1514,1
62991-1023-4,1514,1
62991-1023-5,1514,1
62991-1024-1,1514,2
62991-1024-2,1514,2
62991-1024-4,1514,2
62991-1024-5,1514,2
62991-1024-6,1514,2
62991-1026-1,1998,3
62991-1026-2,1998,3
62991-1026-3,1998,3
62991-1026-4,1998,3
62991-1027-1,2002,3
62991-1027-2,2002,3
62991-1027-3,2002,3
62991-1030-1,2358,40
62991-1030-2,2358,40
62991-1030-3,2358,40
62991-1030-4,2358,40
62991-1031-2,2348,2
62991-1031-3,2348,2
62991-1031-4,2348,2
62991-1031-6,2348,2
62991-1032-2,2400,1
62991-1032-4,2400,1
62991-1032-5,2400,1
62991-1034-1,2582,15
62991-1034-2,2582,15
62991-1034-3,2582,15
62991-1035-1,2623,76
62991-1035-2,2623,76
62991-1035-3,2623,76
62991-1038-1,3538,4
62991-1038-2,3538,4
62991-1038-3,3538,4
62991-1038-4,3538,4
62991-1039-1,11248,2
62991-1039-2,11248,2
62991-1039-3,11248,2
62991-1039-4,11248,2
62991-1039-5,11248,2
62991-1039-6,11248,2
62991-1040-1,21949,6
62991-1040-2,21949,6
62991-1040-5,21949,6
62991-1040-6,21949,6
62991-1040-7,21949,6
62991-1041-1,3264,7
62991-1041-2,3264,7
62991-1041-3,3264,7
62991-1041-4,3264,7
62991-1041-5,3264,7
62991-1041-6,3264,7
62991-1042-2,3289,1
62991-1042-3,3289,1
62991-1042-4,3289,1
62991-1042-7,3289,1
62991-1042-8,3289,1
62991-1046-1,3443,11
62991-1046-3,3443,11
62991-1046-4,3443,11
62991-1047-2,1362,2
62991-1047-3,1362,2
62991-1047-5,1362,2
62991-1049-1,4083,123
62991-1049-2,4083,123
62991-1049-3,4083,123
62991-1049-4,4083,123
62991-1049-5,4083,79
62991-1072-1,1596450,13
62991-1072-2,1596450,13
62991-1072-4,1596450,13
62991-1075-1,5032,4
62991-1075-2,5032,4
62991-1075-3,5032,4
62991-1075-5,5032,4
62991-1075-6,5032,4
62991-1081-2,5640,4
62991-1081-3,5640,4
62991-1081-4,5640,4
62991-1081-7,5640,4
62991-1087-1,6130,61
62991-1087-2,6130,61
62991-1087-3,6130,61
62991-1087-4,6130,61
62991-1087-5,6130,61
62991-1087-7,6130,61
62991-1087-8,6130,61
62991-1088-5,6142,19
62991-1094-1,6387,2
62991-1094-2,6387,2
62991-1094-3,6387,2
62991-1094-4,6387,2
62991-1094-6,6387,2
62991-1094-8,6387,2
62991-1096-1,10814,7
62991-1096-2,10814,7
62991-1096-3,10814,7
62991-1096-4,10814,7
62991-1096-5,10814,7
62991-1098-2,6750,1
62991-1098-3,6750,1
62991-1098-4,6750,1
62991-1104-1,6932,55
62991-1104-2,6932,55
62991-1104-3,6932,55
62991-1105-1,6984,1
62991-1105-2,6984,1
62991-1105-4,6984,1
62991-1105-5,6984,1
62991-1106-1,7417,23
62991-1106-2,7417,23
62991-1106-3,7417,23
62991-1106-4,7417,23
62991-1106-5,7417,23
62991-1112-2,8351,21
62991-1112-3,8351,21
62991-1112-4,8351,21
62991-1112-5,8351,21
62991-1112-6,8351,21
62991-1113-1,8356,1
62991-1113-2,8356,1
62991-1113-3,8356,1
62991-1113-4,8356,1
62991-1113-5,8356,1
62991-1122-2,8704,1
62991-1122-3,8704,1
62991-1123-1,,29
62991-1123-2,,29
62991-1123-3,,29
62991-1123-4,,29
62991-1123-8,,29
62991-1123-9,,29
62991-1124-1,8727,265
62991-1124-2,8727,265
62991-1124-3,8727,265
62991-1124-4,8727,265
62991-1124-5,8727,265
62991-1124-7,8727,265
62991-1124-8,8727,265
62991-1128-1,,9
62991-1128-2,,9
62991-1128-6,,9
62991-1128-7,,9
62991-1128-8,,9
62991-1129-1,8984,6
62991-1129-2,8984,6
62991-1129-3,8984,6
62991-1130-2,203164,2
62991-1130-3,203164,2
62991-1130-4,203164,2
62991-1130-5,203164,2
62991-1132-2,9143,7
62991-1132-3,9143,7
62991-1132-4,9143,7
62991-1132-6,9143,7
62991-1132-8,9143,7
62991-1133-1,9384,1
62991-1133-2,9384,1
62991-1133-4,9384,1
62991-1133-5,9384,1
62991-1134-1,9601,4
62991-1134-2,9601,4
62991-1135-1,9639,1
62991-1135-2,9639,1
62991-1135-3,9639,1
62991-1135-5,9639,1
62991-1146-1,9945,179
62991-1146-2,9945,179
62991-1146-3,9945,179
62991-1148-1,10156,21
62991-1148-2,10156,21
62991-1148-3,10156,21
62991-1148-4,10156,21
62991-1148-5,10156,21
62991-1149-2,10171,1
62991-1149-3,10171,1
62991-1149-4,10171,1
62991-1149-5,10171,1
62991-1149-8,10171,1
62991-1151-1,10324,2
62991-1151-3,10324,2
62991-1151-4,10324,2
62991-1152-1,10368,1
62991-1152-2,10368,1
62991-1152-3,10368,1
62991-1152-4,10368,1
62991-1155-1,10553,34
62991-1155-2,10553,34
62991-1156-1,10759,3
62991-1156-2,10759,3
62991-1156-3,10759,3
62991-1156-4,10759,3
62991-1156-5,10759,3
62991-1161-1,11170,10
62991-1161-2,11170,10
62991-1161-3,11170,10
62991-1162-1,11246,14
62991-1162-2,11246,14
62991-1162-3,11246,14
62991-1163-3,1244014,154
62991-1163-5,1244014,154
62991-1165-2,11256,5
62991-1165-3,11256,5
62991-1165-4,11256,5
62991-1165-5,11256,5
62991-1165-6,11256,5
62991-1169-1,1362871,1
62991-1169-2,1362871,1
62991-1169-3,1362871,1
62991-1169-6,1362871,1
62991-1169-7,1362871,1
62991-1173-2,732,6
62991-1173-4,732,6
62991-1173-5,732,6
62991-1173-6,732,6
62991-1176-1,1191,13
62991-1176-2,1191,13
62991-1176-4,1191,13
62991-1176-5,1191,13
62991-1176-6,1191,13
62991-1179-3,19831,27
62991-1179-4,19831,27
62991-1179-5,19831,27
62991-1194-1,4845,4
62991-1194-2,4845,4
62991-1194-3,4845,4
62991-1195-1,4910,4
62991-1195-2,4910,4
62991-1195-3,4910,4
62991-1197-1,5833,45
62991-1197-2,5833,45
62991-1197-4,5833,45
62991-1197-5,5833,45
62991-1199-1,6837,3
62991-1199-2,6837,3
62991-1199-3,6837,3
62991-1200-1,6851,8
62991-1200-2,6851,8
62991-1200-4,6851,8
62991-1200-5,6851,8
62991-1202-3,7299,3
62991-1202-4,7299,3
62991-1206-1,8640,6
62991-1206-2,8640,6
62991-1206-3,8640,6
62991-1206-4,8640,6
62991-1206-5,8640,6
62991-1211-2,9997,6
62991-1211-3,9997,6
62991-1211-4,9997,6
62991-1211-5,9997,6
62991-1215-2,10572,18
62991-1215-3,10572,18
62991-1220-1,1588,35
62991-1220-2,1588,35
62991-1220-3,1588,35
62991-1220-4,1588,35
62991-1225-1,2129,104
62991-1225-2,2129,104
62991-1227-1,59308,9
62991-1227-2,59308,9
62991-1227-3,59308,9
62991-1227-5,59308,9
62991-1228-2,2635,1
62991-1228-4,2635,1
62991-1230-1,2907,26
62991-1230-3,2907,26
62991-1232-1,3013,4
62991-1232-3,3013,4
62991-1232-4,3013,4
62991-1238-1,70603,2
62991-1238-2,70603,2
62991-1239-1,5781,2
62991-1239-2,5781,2
62991-1239-5,5781,2
62991-1239-6,5781,2
62991-1241-1,6069,4
62991-1241-3,6069,4
62991-1241-4,6069,4
62991-1241-5,6069,4
62991-1242-3,6579,29
62991-1242-4,6579,29
62991-1242-5,6579,29
62991-1243-1,7243,146
62991-1243-2,7243,146
62991-1243-3,7243,146
62991-1243-4,7243,146
62991-1250-1,8091,23
62991-1250-2,8091,23
62991-1250-4,8091,23
62991-1261-1,1307971,2
62991-1261-2,1307971,2
62991-1261-3,1307971,2
62991-1261-4,1307971,2
62991-1261-5,1307971,2
62991-1261-6,1307971,2
62991-1266-2,,2
62991-1266-3,,2
62991-1266-4,,2
62991-1275-1,579598,7
62991-1275-2,579598,7
62991-1275-3,579598,7
62991-1275-4,579598,7
62991-1278-3,,1
62991-1278-4,,1
62991-1278-5,,1
62991-1278-6,,1
62991-1278-7,,1
62991-1278-8,,1
62991-1279-1,6211,7
62991-1279-2,6211,7
62991-1279-4,6211,7
62991-1279-5,6211,7
62991-1292-1,34693,3
62991-1292-2,34693,3
62991-1292-3,34693,3
62991-1292-5,34693,3
62991-1296-1,8560,4
62991-1296-2,8560,4
62991-1300-1,6711,20
62991-1300-2,6711,20
62991-1300-4,6711,20
62991-1300-7,6711,20
62991-1300-8,6711,20
62991-1302-1,59087,11
62991-1302-2,59087,11
62991-1302-3,59087,11
62991-1303-1,33094,198
62991-1303-2,33094,198
62991-1303-3,33094,198
62991-1306-1,1306133,5
62991-1306-3,1306133,5
62991-1306-4,1306133,5
62991-1313-1,1367110,104
62991-1313-2,1367110,104
62991-1313-3,1367110,104
62991-1313-4,1367110,104
62991-1313-5,1367110,104
62991-1313-6,1367110,104
62991-1318-1,1426,6
62991-1318-2,1426,6
62991-1332-1,851732,6
62991-1332-2,851732,6
62991-1332-3,851732,6
62991-1333-2,,8
62991-1333-3,,8
62991-1333-4,,8
62991-1333-5,,8
62991-1334-1,8513,21
62991-1334-2,8513,21
62991-1334-3,8513,21
62991-1334-4,8513,21
62991-1334-6,8513,21
62991-1336-1,6211,3
62991-1336-2,6211,3
62991-1336-6,6211,3
62991-1336-9,6211,3
62991-1339-1,3143,4
62991-1339-3,3143,4
62991-1339-4,3143,4
62991-1339-5,3143,4
62991-1339-6,3143,4
62991-1343-1,21406,2
62991-1343-2,21406,2
62991-1343-3,21406,2
62991-1343-5,21406,2
62991-1351-2,7276,27
62991-1351-3,7276,27
62991-1351-5,7276,27
62991-1351-6,7276,27
62991-1351-7,7276,27
62991-1351-8,7276,27
62991-1352-1,42892,3
62991-1352-2,42892,3
62991-1352-4,42892,3
62991-1352-5,42892,3
62991-1352-7,42892,3
62991-1352-8,42892,3
62991-1353-1,1309247,18
62991-1353-2,1309247,18
62991-1353-3,1309247,18
62991-1360-1,,8
62991-1360-2,,8
62991-1363-1,1305657,2
62991-1363-2,1305657,2
62991-1367-1,,4
62991-1367-2,,4
62991-1367-3,,4
62991-1367-4,,4
62991-1372-1,9863,22
62991-1372-2,9863,22
62991-1372-5,9863,22
62991-1372-6,9863,22
62991-1372-7,9863,22
62991-1373-1,1426364,1
62991-1373-3,1426364,1
62991-1379-1,69627,46
62991-1379-3,69627,46
62991-1380-1,1311139,1
62991-1380-2,1311139,1
62991-1381-1,56455,35
62991-1381-2,56455,35
62991-1381-4,56455,35
62991-1381-5,56455,35
62991-1382-1,11002,1
62991-1382-2,11002,1
62991-1384-1,6211,3
62991-1384-2,6211,3
62991-1384-4,6211,3
62991-1384-5,6211,3
62991-1384-7,6211,3
62991-1403-1,7052,2
62991-1403-3,7052,2
62991-1403-5,7052,2
62991-1403-7,7052,2
62991-1405-1,4337,1
62991-1405-2,4337,1
62991-1405-3,4337,1
62991-1405-4,4337,1
62991-1405-7,4337,1
62991-1406-2,5489,3
62991-1406-3,5489,3
62991-1406-4,5489,3
62991-1406-5,5489,3
62991-1407-1,3423,3
62991-1407-2,3423,3
62991-1407-3,3423,3
62991-1407-4,3423,3
62991-1407-6,3423,3
62991-1408-1,6813,40
62991-1408-2,6813,40
62991-1408-3,6813,40
62991-1408-5,6813,40
62991-1412-1,10379,5
62991-1412-2,10379,5
62991-1412-3,10379,5
62991-1412-4,10379,5
62991-1419-2,47622,1
62991-1419-3,47622,1
62991-1420-1,1309253,21
62991-1420-2,1309253,21
62991-1422-1,2599,26
62991-1422-2,2599,26
62991-1422-3,2599,26
62991-1422-4,2599,26
62991-1424-1,,6
62991-1424-2,,6
62991-1424-3,,6
62991-1424-4,,6
62991-1425-2,2403,1
62991-1425-3,2403,1
62991-1425-5,2403,1
62991-1428-1,1309377,1
62991-1428-2,1309377,1
62991-1430-1,1314587,5
62991-1431-1,,1
62991-1431-2,,1
62991-1431-3,,1
62991-1434-3,1309989,54
62991-1435-1,,5
62991-1435-2,,5
62991-1435-4,,5
62991-1435-5,,5
62991-1444-1,28486,25
62991-1444-2,28486,25
62991-1456-1,2541,1
62991-1456-2,2541,1
62991-1456-3,2541,1
62991-1456-4,2541,1
62991-1456-5,2541,1
62991-1456-6,2541,1
62991-1458-1,11423,6
62991-1458-2,11423,6
62991-1458-3,11423,6
62991-1461-1,6135,53
62991-1461-2,6135,53
62991-1461-3,6135,53
62991-1461-4,6135,53
62991-1461-5,6135,53
62991-1462-4,,3
62991-1467-1,,1
62991-1467-2,,1
62991-1468-1,,1
62991-1468-2,,1
62991-1468-3,,1
62991-1478-1,2348,2
62991-1478-2,2348,2
62991-1478-3,2348,2
62991-1478-4,2348,2
62991-1478-6,2348,2
62991-1478-7,2348,2
62991-1486-1,,1
62991-1486-2,,1
62991-1486-3,,1
62991-1486-4,,1
62991-1492-1,2590,4
62991-1492-2,2590,4
62991-1492-3,2590,4
62991-1492-5,2590,4
62991-1497-1,7405,3
62991-1497-2,7405,3
62991-1497-3,7405,3
62991-1497-4,7405,3
62991-1497-5,7405,3
62991-1515-2,6835,3
62991-1515-3,6835,3
62991-1515-5,6835,3
62991-1515-6,6835,3
62991-1516-1,10865,1
62991-1516-2,10865,1
62991-1516-3,10865,1
62991-1516-4,10865,1
62991-1516-5,10865,1
62991-1525-1,47613,1
62991-1525-2,47613,1
62991-1525-3,47613,1
62991-1525-4,47613,1
62991-1530-2,19257,14
62991-1530-3,19257,14
62991-1530-4,19257,14
62991-1533-1,,1
62991-1533-2,,1
62991-1533-5,,1
62991-1544-1,6672,74
62991-1544-2,6672,74
62991-1544-3,6672,74
62991-1544-4,6672,74
62991-1548-4,388,1
62991-1548-5,388,1
62991-1560-2,1088438,3
62991-1560-3,1088438,3
62991-1560-4,1088438,3
62991-1567-2,,4
62991-1567-5,,4
62991-1568-1,6628,2
62991-1568-2,6628,2
62991-1568-3,6628,2
62991-1571-1,19478,3
62991-1571-2,19478,3
62991-1571-3,19478,3
62991-1571-4,19478,3
62991-1571-5,19478,3
62991-1571-6,19478,3
62991-1586-1,1091,4
62991-1586-2,1091,4
62991-1586-3,1091,4
62991-1586-4,1091,4
62991-1586-5,1091,4
62991-1588-1,2473,5
62991-1588-2,2473,5
62991-1591-1,27291,1
62991-1591-2,27291,1
62991-1591-3,27291,1
62991-1600-2,,26
62991-1600-4,,26
62991-1600-5,,26
62991-1613-1,1918,1
62991-1613-2,1918,1
62991-1613-3,1918,1
62991-1613-4,1918,1
62991-1614-1,10438,2
62991-1614-2,10438,2
62991-1614-4,10438,2
62991-1617-1,,34
62991-1617-2,,34
62991-1617-4,,34
62991-1624-2,1099660,3
62991-1624-3,1099660,3
62991-1624-4,1099660,3
62991-1635-1,6902,1
62991-1635-2,6902,1
62991-1635-3,6902,1
62991-1635-4,6902,1
62991-1635-5,6902,1
62991-1635-6,6902,1
62991-1637-1,,104
62991-1637-2,,104
62991-1637-3,,104
62991-1645-2,19044,3
62991-1645-4,19044,3
62991-1645-5,19044,3
62991-1645-6,19044,3
62991-1648-2,19476,10
62991-1648-3,19476,10
62991-1648-4,19476,10
62991-1649-1,1700,95
