rxcui	ndcs
308047	['00228202710', '00228202750', '00228202796', '00378400101', '00378400105', '00378400177', '00615779339', '00615821539', '00781106101', '00781106105', '00781106110', '00904585861', '10544002930', '10544005430', '10544010430', '10544011830', '10544015530', '10544015560', '10544015590', '33261059400', '33261059402', '33261059410', '33261059415', '33261059420', '33261059430', '33261059442', '33261059445', '33261059460', '33261059490', '33358001430', '43063008806', '43063037005', '43063037006', '43063037020', '43063037030', '43063037060', '43063037090', '43063037098', '45865048430', '45865048451', '45865048460', '45865048490', '45865097230', '47335060313', '47335060318', '47335060388', '49999003930', '49999003960', '50090225600', '50090225601', '50090225604', '50436463401', '50436463402', '51079078801', '51079078820', '51079078821', '51991070401', '51991070405', '51991070410', '52959032100', '52959032102', '52959032110', '52959032114', '52959032120', '52959032130', '52959032160', '52959032190', '53002418001', '53002418002', '53002418003', '55154332700', '55154439800', '55154497900', '55700042290', '55700067130', '55700067160', '55887028003', '59762371901', '59762371903', '59762371904', '60687037701', '60687037711', '60687051001', '60687051011', '61919037930', '61919044730', '61919044760', '63187091630', '63187091660', '63187091690', '63629295501', '63629295502', '63629295503', '63629295504', '63629295505', '63629295506', '63629295507', '63629817201', '63739064410', '64980039601', '64980039610', '64980039650', '65862067601', '65862067605', '65862067699', '66267021930', '66267021960', '66267021990', '66336087630', '67046096030', '67046096330', '67046097030', '67253090009', '67253090010', '67253090011', '67253090050', '67296043101', '67296043102', '67296095801', '67296131301', '67296174801', '67544000515', '67544000530', '67544000545', '67544000553', '67544000560', '67544000570', '67544000580', '67544012415', '67544012430', '67544012445', '67544012453', '67544012460', '67544012470', '67544041415', '67544041430', '67544041445', '67544041453', '67544041460', '67544041470', '67544041480', '67544073415', '68071444702', '68071444703', '68071444706', '68071444709', '68071465206', '68071524303', '68084001880', '68084001885', '68084064701', '68084064711', '68387046560', '68788202702', '68788202703', '68788202706', '68788202709', '68788635802', '68788635803', '68788635806', '68788635809', '68788757702', '68788757703', '68788757706', '68788757709', '68788758802', '68788758803', '68788758806', '68788758809', '68788759402', '68788759403', '68788759406', '68788759409', '69452011020', '69452011030', '69452011032', '71205029030', '71205029060', '71205029090', '71335016301', '71335016302', '71335016303', '71335016304', '71335016305', '71335016306', '71335016307', '71335016308', '71335016309', '71335081300', '71335081301', '71335081302', '71335081303', '71335081304', '71335081305', '71335081306', '71335081307', '71335081308', '71335081309', '71610011230', '71610011253', '71610011260', '71610011270', '72789004230']
141927	['00009002901', '00009002902', '35356001300', '52959032230', '55289034610', '55289034620', '55289034630']
485415	['00228402211', '49884011152', '49884011174']
577643	[]
308048	['00228202910', '00228202950', '00228202996', '00378400301', '00378400305', '00378400377', '00615779439', '00615821639', '00781107701', '00781107705', '00781107710', '00904585961', '12634052500', '12634052540', '12634052571', '12634052580', '12634052585', '12634052591', '12634052595', '12634052596', '33261000400', '33261000402', '33261000407', '33261000410', '33261000414', '33261000415', '33261000420', '33261000421', '33261000428', '33261000430', '33261000440', '33261000442', '33261000445', '33261000460', '33261000490', '33358001520', '43063006106', '43063036706', '43063036715', '43063036730', '43063036760', '43063036790', '43063036798', '43353035820', '43353035830', '43353035845', '43353035853', '43353035860', '43353035870', '43353035875', '43353035880', '43353035892', '45865042430', '45865042451', '45865042460', '45865042490', '45865099330', '47335060413', '47335060418', '47335060488', '49999003202', '49999003204', '49999003230', '49999003260', '49999003290', '50090175900', '50090175901', '50090175902', '50090495000', '50090495001', '50090495002', '50090495003', '50436463501', '50436463502', '51079078901', '51079078920', '51991070501', '51991070505', '51991070510', '52959045700', '52959045702', '52959045715', '52959045720', '52959045724', '52959045728', '52959045730', '52959045742', '52959045745', '52959045760', '52959045790', '53002395001', '53002395002', '53002395003', '55154688000', '55700031330', '55700031360', '55700031390', '59762372001', '59762372003', '59762372004', '60687038801', '60687038811', '60687052101', '60687052111', '61919000530', '61919000560', '61919000590', '61919045630', '61919084930', '61919084960', '63187022530', '63187022560', '63187022590', '63629154101', '63629154102', '63629154103', '63629154104', '63629154105', '63629154106', '63629154107', '63629772600', '63629772601', '63629772602', '63629772603', '63629772604', '63629772605', '63629772606', '63629772607', '63629772608', '63629772609', '63629816401', '63739066910', '64980039701', '64980039710', '64980039750', '65862067701', '65862067705', '65862067799', '66267001330', '66267001360', '66267001390', '66267076003', '66267076006', '66267076030', '66267076060', '67046096130', '67046096430', '67046096930', '67253090110', '67253090111', '67253090150', '67296052901', '67296072101', '67296130302', '67296137902', '67544000615', '67544000620', '67544000630', '67544000645', '67544000653', '67544000660', '67544000670', '67544000675', '67544000680', '67544041515', '67544041520', '67544041530', '67544041545', '67544041553', '67544041555', '67544041560', '67544041570', '67544041575', '67544041580', '67544041592', '67544041915', '67544062915', '67544062920', '67544062930', '67544062945', '67544062953', '67544062955', '67544062960', '67544062970', '67544062975', '67544062980', '67544062990', '67544062992', '68071201509', '68071481803', '68071485506', '68071511303', '68084001980', '68084001985', '68084067201', '68084067211', '68387046030', '68788202902', '68788202903', '68788202906', '68788202908', '68788202909', '68788759502', '68788759503', '68788759506', '68788759508', '68788759509', '69452011120', '69452011130', '69452011132', '71205028430', '71205028460', '71205028490', '71205038630', '71205038660', '71205038690', '71335024700', '71335024701', '71335024702', '71335024703', '71335024704', '71335024705', '71335024706', '71335024707', '71335024708', '71335024709', '71335025200', '71335025201', '71335025202', '71335025203', '71335025204', '71335025205', '71335025206', '71335025207', '71335025208', '71335025209', '71335076100', '71335076101', '71335076102', '71335076103', '71335076104', '71335076105', '71335076106', '71335076107', '71335076108', '71335076109', '71335084900', '71335084901', '71335084902', '71335084903', '71335084904', '71335084905', '71335084906', '71335084907', '71335084908', '71335084909', '71335085002', '71335092900', '71335092901', '71335092902', '71335092903', '71335092904', '71335092905', '71335092906', '71335092907', '71335092908', '71335092909', '71335109200', '71335109201', '71335109202', '71335109203', '71335109204', '71335109205', '71335109206', '71335109207', '71335109208', '71335109209', '71335129101', '72789002406', '72789002430', '72789002460', '72789002490', '75921090130']
141928	['00009005501', '00009005503', '52959016220', '55289001130']
485414	['00228402411', '49884021352', '49884021374']
577648	[]
197321	['00228203110', '00228203150', '00228203196', '00378400501', '00378400505', '00378400577', '00615779539', '00615829539', '00781107901', '00781107905', '00781107910', '00904586061', '10544010630', '12634060771', '33261000500', '33261000502', '33261000506', '33261000510', '33261000515', '33261000530', '33261000542', '33261000545', '33261000560', '33261000590', '33358001630', '35356074430', '35356074460', '35356074490', '35356075260', '43063036406', '43063036430', '43063036440', '43063036460', '43063036490', '43063036498', '43063060930', '43063060940', '43063060960', '43063060990', '43353035930', '43353035945', '43353035953', '43353035960', '43353035970', '43353035975', '43353035980', '43353035990', '45865052130', '45865052151', '45865052160', '45865052190', '47335060513', '47335060518', '47335060588', '49999025202', '49999025204', '50090242501', '50090242503', '50436463601', '50436463602', '50436463603', '51079079001', '51079079020', '51991070601', '51991070605', '51991070610', '52959052400', '52959052402', '52959052405', '52959052406', '52959052410', '52959052414', '52959052428', '52959052430', '52959052460', '52959052490', '55154588500', '55289092006', '55289092030', '55289092040', '55289092060', '55289092090', '55289092098', '55700031230', '55700031260', '55700031290', '55700049130', '55700049160', '55700049190', '55887024501', '59762372101', '59762372103', '59762372104', '60429050418', '60760055030', '60760081330', '61919000630', '61919000660', '61919008930', '61919063960', '61919083630', '61919083660', '61919083690', '63187027830', '63187044330', '63187044360', '63187044390', '63187096630', '63187096660', '63187096690', '63629294200', '63629294201', '63629294202', '63629294203', '63629294204', '63629294205', '63629294206', '63629294207', '63629294208', '63629294209', '63629821401', '63739067410', '64980039801', '64980039810', '64980039850', '65862067801', '65862067805', '65862067899', '66267001428', '66267001430', '66267001460', '66267001490', '66267001491', '66336093210', '66336093230', '66336093260', '66336093290', '67046095930', '67046096230', '67046096530', '67253090210', '67253090211', '67253090250', '67544000715', '67544000730', '67544000745', '67544000753', '67544000755', '67544000760', '67544000770', '67544000775', '67544000780', '67544000790', '67544029015', '67544029030', '67544029045', '67544029053', '67544029055', '67544029060', '67544029070', '67544029075', '67544029080', '67544029090', '67544034715', '67544034730', '67544034745', '67544034753', '67544034760', '67544034770', '67544034775', '67544034780', '67544034790', '67544042015', '68071492303', '68071512809', '68084002080', '68084002085', '68387046630', '68788057502', '68788057503', '68788057506', '68788057508', '68788057509', '68788638101', '68788638102', '68788638103', '68788638106', '68788638108', '68788638109', '68788759602', '68788759603', '68788759606', '68788759608', '68788759609', '68788999702', '68788999703', '68788999706', '68788999708', '68788999709', '69452011220', '69452011230', '69452011232', '70518096600', '71205022730', '71205022760', '71205022790', '71335009800', '71335009801', '71335009802', '71335009803', '71335009804', '71335009805', '71335009806', '71335009807', '71335009808', '71335009809', '71335021500', '71335021501', '71335021502', '71335021503', '71335021504', '71335021505', '71335021506', '71335021507', '71335021508', '71335021509', '71335068000', '71335068001', '71335068002', '71335068003', '71335068004', '71335068005', '71335068006', '71335068007', '71335068008', '71335068009', '71335138603', '71610011330', '71610011353', '71610011360', '71610011370']
214003	['00009009001', '00009009004', '55289034530']
308050	['00054306844']
485416	['00228402511', '49884021452', '49884021474']
577651	[]
197322	['00228203910', '00378400701', '00603213021', '00603213028', '00781018905', '00781108901', '00781108905', '10544010730', '33261050000', '33261050002', '33261050010', '33261050015', '33261050030', '33261050042', '33261050045', '33261050060', '33261050090', '43063082840', '45865069630', '45865069660', '45865069690', '47335060688', '49999025390', '50436463302', '50436463303', '51991070701', '51991070705', '51991070710', '52959086400', '52959086410', '52959086430', '52959086440', '52959086460', '52959086490', '53002034002', '53002034003', '55289052301', '55289052330', '55289052340', '55289052360', '55289052390', '55700060230', '55700060260', '55700062230', '55700062260', '55887018201', '59762372201', '59762372203', '60429050518', '61919057660', '61919057690', '61919086260', '63187044430', '63187044460', '63187044490', '63187097130', '63187097160', '63187097190', '63629330801', '63629330802', '63629330803', '63629330804', '63629330805', '63629330806', '64980039901', '64980039950', '65862067901', '65862067905', '65862067999', '66267056430', '66267056460', '66267056490', '66267056491', '66336040330', '67253090310', '67253090350', '68071462103', '68071462106', '68071462109', '68071483109', '68788761302', '68788761303', '68788761306', '68788761309', '68788943002', '68788943003', '68788943006', '68788943009', '69452011320', '69452011330', '71335067301', '71335067302', '71335067303', '71335067304', '71335067305', '71335067306', '71335067307', '71335092001', '71335092002', '71335092003', '71335092004', '71335092005', '71335092006', '71335092007', '71335147701', '71335147702', '71335147703', '71335147704', '71335147705', '71335147706', '71335147707', '72189005860']
214004	['00009009401']
582227	[]
1536002	[]
598	[]
199596	[]
153658	[]
242690	[]
152571	[]
242691	[]
103956	['00009370105', '00009370108', '00009513308']
226921	[]
226922	['00009768601', '00009768604']
313829	[]
859126	['00037811001', '00037811006', '00037811056']
308052	[]
859130	['00037812001', '00037812006', '00037812056']
308054	[]
859132	['00037813001', '00037813006', '00037813056']
308051	[]
859128	['00037814001', '00037814006', '00037814056']
215175	[]
215176	[]
997021	[]
716664	[]
603899	[]
262418	[]
603903	[]
215178	[]
215179	[]
603910	[]
542652	[]
1088143	[]
215180	[]
215181	[]
215182	[]
782633	[]
215183	[]
215184	[]
215185	[]
215186	[]
603917	[]
215187	[]
8410	[]
1804799	[]
1804802	['50242008525', '50242008527']
1804804	[]
1804806	['50242004406', '50242004413']
215188	[]
901845	[]
1000163	['00268080810', '00268080850', '00268081610', '00268081650', '22840160002', '22840160004', '36987185901', '36987185902', '36987185903', '36987185904']
215190	[]
285130	[]
352420	[]
541841	[]
215191	[]
1314612	[]
5296	[]
197323	[]
153473	['62856000110']
215192	[]
215193	[]
221456	[]
1363564	[]
215195	[]
1311504	[]
17609	[]
251385	[]
359161	[]
89858	[]
308063	[]
17610	[]
1007500	[]
616801	[]
46241	[]
672349	[]
308071	[]
206208	['00096070735', '00096070737', '00096070760']
605662	[]
244613	['53045030030']
197324	[]
206193	['00096070935', '00096070960']
1608145	[]
17611	[]
612	[]
1008590	[]
1248036	[]
17384	[]
1009149	[]
692568	[]
466588	[]
687198	[]
214208	[]
416994	[]
1441553	['64772012634', '64772012636', '68599610303']
245346	[]
669146	[]
307764	[]
211641	[]
308085	[]
210847	[]
308084	['53807013202']
210781	[]
210782	[]
1248037	[]
204797	[]
211147	[]
240731	[]
308072	['00363088078', '00363110510', '00363115510', '11673081400', '11822105100', '37205078078', '37808050510', '37808051010', '41250067510', '46122015078', '49035010510', '49348019410', '50405000250', '59779088078', '63868099601', '68016010510', '68016018000', '70000023401', '76457000100']
