ISBT	Description	prodCDC
E6712	POOLED PLATELETS|PASIII/XX/20-24C|Irradiated|Supernat rem/Plasma added|Buffy coat plts prep|From...	IRWBDPLAT
E6713	POOLED PLATELETS|PASIII/XX/20-24C|Irradiated|Supernat rem/Plasma added|Buffy coat plts prep|From...	IRWBDPLAT
E6714	POOLED PLATELETS|PASIII/XX/20-24C|Irradiated|Supernat rem/Plasma added|Buffy coat plts prep|From...	IRWBDPLAT
E6715	POOLED PLATELETS|PASIII/XX/20-24C|Irradiated|Supernat rem/Plasma added|Buffy coat plts prep|From...	IRWBDPLAT
E6716	POOLED PLATELETS|PASIII/XX/20-24C|Irradiated|Supernat rem/Plasma added|Buffy coat plts prep|From...	IRWBDPLAT
E6717	POOLED PLATELETS|PASIII/XX/20-24C|Irradiated|Supernat rem/Plasma added|Buffy coat plts prep|From...	IRWBDPLAT
E6718	POOLED PLATELETS|PASIII/XX/20-24C|Irradiated|Supernat rem/Plasma added|Buffy coat plts prep|From...	IRWBDPLAT
E6726	Washed POOLED PLATELETS|None/XX/20-24C|Irradiated|Buffy coat plts prep|From 2 donors	IRWBDPLAT
E6727	Washed POOLED PLATELETS|None/XX/20-24C|Irradiated|Buffy coat plts prep|From 3 donors	IRWBDPLAT
E6728	Washed POOLED PLATELETS|None/XX/20-24C|Irradiated|Buffy coat plts prep|From 4 donors	IRWBDPLAT
E6729	Washed POOLED PLATELETS|None/XX/20-24C|Irradiated|Buffy coat plts prep|From 5 donors	IRWBDPLAT
E6730	Washed POOLED PLATELETS|None/XX/20-24C|Irradiated|Buffy coat plts prep|From 6 donors	IRWBDPLAT
E6731	Washed POOLED PLATELETS|None/XX/20-24C|Irradiated|Buffy coat plts prep|From 7 donors	IRWBDPLAT
E6732	Washed POOLED PLATELETS|None/XX/20-24C|Irradiated|Buffy coat plts prep|From 8 donors	IRWBDPLAT
E6733	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|Supernat rem/Plasma added	IRAPHPLAT
E6736	Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|1st container	LRAPHPLAT
E6737	Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|2nd container	LRAPHPLAT
E6738	Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|3rd container	LRAPHPLAT
E6739	Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|4th container	LRAPHPLAT
E6740	Apheresis PLATELETS|PAS-E/XX/20-24C|Irradiated|ResLeu:<1log6|1st container	IRLRAPHPLAT
E6741	Apheresis PLATELETS|PAS-E/XX/20-24C|Irradiated|ResLeu:<1log6|2nd container	IRLRAPHPLAT
E6742	Apheresis PLATELETS|PAS-E/XX/20-24C|Irradiated|ResLeu:<1log6|3rd container	IRLRAPHPLAT
E6743	Apheresis PLATELETS|PAS-E/XX/20-24C|Irradiated|ResLeu:<1log6|4th container	IRLRAPHPLAT
E6760	Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|Supernat reduced|1st container	LRAPHPLAT
E6761	Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|Supernat reduced|2nd container	LRAPHPLAT
E6762	Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|Supernat reduced|3rd container	LRAPHPLAT
E6763	Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|Supernat reduced|4th container	LRAPHPLAT
E6764	Apheresis PLATELETS|PAS-E/XX/20-24C|Irradiated|ResLeu:<1log6|Supernat reduced|1st container	IRLRAPHPLAT
E6765	Apheresis PLATELETS|PAS-E/XX/20-24C|Irradiated|ResLeu:<1log6|Supernat reduced|2nd container	IRLRAPHPLAT
E6766	Apheresis PLATELETS|PAS-E/XX/20-24C|Irradiated|ResLeu:<1log6|Supernat reduced|3rd container	IRLRAPHPLAT
E6767	Apheresis PLATELETS|PAS-E/XX/20-24C|Irradiated|ResLeu:<1log6|Supernat reduced|4th container	IRLRAPHPLAT
E6768	Washed Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|1st container	LRAPHPLAT
E6769	Washed Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|2nd container	LRAPHPLAT
E6770	Washed Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|3rd container	LRAPHPLAT
E6771	Washed Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|4th container	LRAPHPLAT
E6772	Washed Apheresis PLATELETS|PAS-E/XX/20-24C|Irradiated|ResLeu:<1log6|1st container	IRLRAPHPLAT
E6773	Washed Apheresis PLATELETS|PAS-E/XX/20-24C|Irradiated|ResLeu:<1log6|2nd container	IRLRAPHPLAT
E6774	Washed Apheresis PLATELETS|PAS-E/XX/20-24C|Irradiated|ResLeu:<1log6|3rd container	IRLRAPHPLAT
E6775	Washed Apheresis PLATELETS|PAS-E/XX/20-24C|Irradiated|ResLeu:<1log6|4th container	IRLRAPHPLAT
E6784	Thawed CRYOPRECIPITATE|CPD/450mL/rt|ResLeu:<1log6 WB filtr	CRYO
E6785	RED BLOOD CELLS|CP2D>AS3/500mL/refg|Open|ResLeu:<5log6|Plasma added	LRWBDRBC
E6786	RED BLOOD CELLS|CPD>AS1/500mL/refg|Open|ResLeu:<5log6|Plasma added	LRWBDRBC
E6787	RED BLOOD CELLS|CPD>AS5/500mL/refg|Open|ResLeu:<5log6|Plasma added	LRWBDRBC
E6788	Apheresis RED BLOOD CELLS|ACD-A>AS3/XX/refg|Open|ResLeu:<5log6|Plasma added	LRAPHRBC
E6789	Apheresis RED BLOOD CELLS|ACD-A>AS3/XX/refg|Open|ResLeu:<5log6|Plasma added|1st container	LRAPHRBC
E6790	Apheresis RED BLOOD CELLS|ACD-A>AS3/XX/refg|Open|ResLeu:<5log6|Plasma added|2nd container	LRAPHRBC
E6791	Apheresis RED BLOOD CELLS|ACD-A>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|Plasma added|1st container	IRLRAPHRBC
E6792	Apheresis RED BLOOD CELLS|ACD-A>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|Plasma added|2nd container	IRLRAPHRBC
E6793	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|ResLeu:<5log6|Plasma added	LRAPHRBC
E6794	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|ResLeu:<5log6|Plasma added|1st container	LRAPHRBC
E6795	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|ResLeu:<5log6|Plasma added|2nd container	LRAPHRBC
E6796	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|Plasma added	IRLRAPHRBC
E6797	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|Plasma added|1st container	IRLRAPHRBC
E6798	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|Plasma added|2nd container	IRLRAPHRBC
E6799	Thawed Apheresis PLASMA|ACD-A/XX/refg|Open|1st container	APHPLASMA
E6800	Thawed Apheresis PLASMA|ACD-A/XX/refg|Open|2nd container	APHPLASMA
E6801	Thawed Apheresis PLASMA|ACD-A/XX/refg|Open|3rd container	APHPLASMA
E6802	Thawed Apheresis PLASMA|ACD-A/XX/refg|Open|4th container	APHPLASMA
E7001	Apheresis PLATELETS|ACD-A>PAS-C/XX/20-24C|ResLeu:<5log6	LRAPHPLAT
E7002	Apheresis PLATELETS|ACD-A>PAS-C/XX/20-24C|ResLeu:<5log6|1st container	LRAPHPLAT
E7003	Apheresis PLATELETS|ACD-A>PAS-C/XX/20-24C|ResLeu:<5log6|2nd container	LRAPHPLAT
E7004	Apheresis PLATELETS|ACD-A>PAS-C/XX/20-24C|ResLeu:<5log6|3rd container	LRAPHPLAT
E7005	Apheresis PLATELETS|ACD-A>PAS-C/XX/20-24C|Irradiated|ResLeu:<5log6	IRLRAPHPLAT
E7006	Apheresis PLATELETS|ACD-A>PAS-C/XX/20-24C|Irradiated|ResLeu:<5log6|1st container	IRLRAPHPLAT
E7007	Apheresis PLATELETS|ACD-A>PAS-C/XX/20-24C|Irradiated|ResLeu:<5log6|2nd container	IRLRAPHPLAT
E7008	Apheresis PLATELETS|ACD-A>PAS-C/XX/20-24C|Irradiated|ResLeu:<5log6|3rd container	IRLRAPHPLAT
E7011	Apheresis PLATELETS|ACD-A>PAS-C/XX/20-24C|ResLeu:<5log6|<3log11 plts	LRAPHPLAT
E7012	Apheresis PLATELETS|ACD-A>PAS-C/XX/20-24C|Irradiated|ResLeu:<5log6|<3log11 plts	IRLRAPHPLAT
E7013	Frozen Apheresis PLATELETS|DMSO/XX/<-65C|Open|Irradiated|ResLeu:<5log6	IRLRAPHPLAT
E7014	Frozen Apheresis PLATELETS|DMSO/XX/<-65C|Open|Irradiated|ResLeu:<5log6|1st container	IRLRAPHPLAT
E7015	Frozen Apheresis PLATELETS|DMSO/XX/<-65C|Open|Irradiated|ResLeu:<5log6|2nd container	IRLRAPHPLAT
E7016	Frozen Apheresis PLATELETS|DMSO/XX/<-65C|Open|Irradiated|ResLeu:<5log6|3rd container	IRLRAPHPLAT
E7017	Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|1st container|Psoralen-treated	LRAPHPLAT
E7018	Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|2nd container|Psoralen-treated	LRAPHPLAT
E7019	Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|3rd container|Psoralen-treated	LRAPHPLAT
E7020	Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|4th container|Psoralen-treated	LRAPHPLAT
E7021	Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|Supernat reduced|1st container|Psoralen-treated	LRAPHPLAT
E7022	Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|Supernat reduced|2nd container|Psoralen-treated	LRAPHPLAT
E7023	Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|Supernat reduced|3rd container|Psoralen-treated	LRAPHPLAT
E7024	Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|Supernat reduced|4th container|Psoralen-treated	LRAPHPLAT
E7025	Washed Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|1st container|Psoralen-treated	LRAPHPLAT
E7026	Washed Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|2nd container|Psoralen-treated	LRAPHPLAT
E7027	Washed Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|3rd container|Psoralen-treated	LRAPHPLAT
E7028	Washed Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|4th container|Psoralen-treated	LRAPHPLAT
E7030	Thawed Apheresis POOLED FRESH FROZEN PLASMA|NaCitrate/XX/refg|Open	APHPLASMA
E7032	RED BLOOD CELLS|CPD/500mL/refg|ResLeu:<5log6|Plasma added	LRWBDRBC
E7033	RED BLOOD CELLS|CPD>AS1/500mL/refg|Irradiated|ResLeu:<5log6|Plasma added	IRLRWBDRBC
E7034	RED BLOOD CELLS|CPD>AS5/450mL/refg|Open|ResLeu:<5log6|Supernat rem/Plasma added	LRWBDRBC
E7035	RED BLOOD CELLS|CPDA-1/500mL/refg|ResLeu:<5log6|Plasma reduced	LRWBDRBC
E7036	Frozen RED BLOOD CELLS|Gly40%/450mL/<-65C|Open|ResLeu:<1log6 WB filtr	LRWBDRBC
E7037	CRYOPRECIPITATE|CPD/350mL/<-30C	CRYO
E7038	PLASMA|CPD/350mL/<-30C|Cryo reduced	WBDPLASMA
E7039	Apheresis PLATELETS|PAS-E/XX/20-24C|ResLeu:<1log6|Supernat reduced|1st container|Riboflavin-treated	LRAPHPLAT
E7040	Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/<-30C|ResLeu:<5log6|Riboflavin-treated	APHPLASMA
E7041	Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/<-30C|ResLeu:<5log6|50mL|Riboflavin-treated	APHPLASMA
E7042	FRESH FROZEN PLASMA|CPD/XX/<-30C|ResLeu:<5log6|50mL|Riboflavin-treated	WBDPLASMA
E7043	FRESH FROZEN PLASMA|CPD/XX/<-30C|ResLeu:<5log6|Riboflavin-treated	WBDPLASMA
E7044	RED BLOOD CELLS|SAGM/450mL/refg|Irradiated|ResLeu:<5log6|Plasma added	IRLRWBDRBC
E7045	RED BLOOD CELLS|SAGM/450mL/refg|ResLeu:<5log6|Plasma added	LRWBDRBC
E7046	Thawed POOLED PLASMA|CPDA-1/XX/refg|Open	WBDPLASMA
E7047	RED BLOOD CELLS|CPD>AS5/450mL/refg|Open|Irradiated|ResLeu:<5log6|Supernat rem/Plasma added	IRLRWBDRBC
E7048	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|Open|>=600mL	APHPLASMA
E7049	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|Open|<200 mL	APHPLASMA
E7050	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|Open|>=200mL<400mL	APHPLASMA
E7054	Frozen POOLED PLATELETS|DMSO/XX/<-80C|ResLeu:<1log6|Buffy coat plts prep|From 4 donors	LRWBDPLAT
E7055	Frozen POOLED PLATELETS|DMSO/XX/<-80C|ResLeu:<1log6|Buffy coat plts prep|From 5 donors	LRWBDPLAT
E7056	Frozen POOLED PLATELETS|DMSO/XX/<-80C|ResLeu:<1log6|Buffy coat plts prep|From 6 donors	LRWBDPLAT
E7057	Thawed POOLED PLATELETS|DMSO/XX/20-24C|ResLeu:<1log6|Buffy coat plts prep|From 4 donors	LRWBDPLAT
E7058	Thawed POOLED PLATELETS|DMSO/XX/20-24C|ResLeu:<1log6|Buffy coat plts prep|From 5 donors	LRWBDPLAT
E7059	Thawed POOLED PLATELETS|DMSO/XX/20-24C|ResLeu:<1log6|Buffy coat plts prep|From 6 donors	LRWBDPLAT
E7060	FRESH FROZEN PLASMA|CPD/450mL/<-25C|Frozen <=15h|Riboflavin-treated	WBDPLASMA
E7061	Washed Apheresis PLATELETS|ACD-A/XX/20-24C|ResLeu:<1log6|Riboflavin-treated	LRAPHPLAT
E7062	Washed Apheresis PLATELETS|ACD-A/XX/20-24C|Open|ResLeu:<1log6|Riboflavin-treated	LRAPHPLAT
E7063	Frozen Apheresis PLATELETS|DMSO/XX/<-80C|Open|ResLeu:<1log6|Riboflavin-treated	LRAPHPLAT
E7064	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<1log6|Riboflavin-treated	LRAPHPLAT
E7065	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Riboflavin-treated	IRLRAPHPLAT
E7066	Frozen POOLED PLATELETS|DMSO/XX/<-80C|Open|ResLeu:<1log6|Buffy coat plts prep|From 4 donors|Riboflavin-treated	LRWBDPLAT
E7067	Frozen POOLED PLATELETS|DMSO/XX/<-80C|Open|ResLeu:<1log6|Buffy coat plts prep|From 5 donors|Riboflavin-treated	LRWBDPLAT
E7068	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<1log6|Buffy coat plts prep|From 4 donors|Riboflavin-treated	LRWBDPLAT
E7069	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<1log6|Buffy coat plts prep|From 5 donors|Riboflavin-treated	LRWBDPLAT
E7070	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Buffy coat plts prep|From 4 donors|Riboflavin-treated	IRLRWBDPLAT
E7071	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Buffy coat plts prep|From 5 donors|Riboflavin-treated	IRLRWBDPLAT
E7072	CRYOPRECIPITATE|CPD/450mL/<-25C|Riboflavin-treated	CRYO
E7073	CRYOPRECIPITATE|CPDA-1/450mL/<-25C|Riboflavin-treated	CRYO
E7074	PLASMA|CPD/450mL/<-25C|Cryo reduced|Quar:>=112d/retested	WBDPLASMA
E7075	PLASMA|CPDA-1/450mL/<-25C|Cryo reduced|Quar:>=112d/retested	WBDPLASMA
E7076	PLASMA|CPD/450mL/<-25C|Cryo reduced|Riboflavin-treated	WBDPLASMA
E7077	PLASMA|CPDA-1/450mL/<-25C|Cryo reduced|Riboflavin-treated	WBDPLASMA
E7078	Frozen POOLED PLATELETS|DMSO/XX/<-80C|Open|Buffy coat plts prep|From 4 donors	WBDPLAT
E7079	Frozen POOLED PLATELETS|DMSO/XX/<-80C|Open|Buffy coat plts prep|From 5 donors	WBDPLAT
E7080	Frozen POOLED PLATELETS|DMSO/XX/<-80C|Open|ResLeu:<1log6|Buffy coat plts prep|From 4 donors	LRWBDPLAT
E7081	Frozen POOLED PLATELETS|DMSO/XX/<-80C|Open|ResLeu:<1log6|Buffy coat plts prep|From 5 donors	LRWBDPLAT
E7082	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Buffy coat plts prep|From 4 donors	WBDPLAT
E7083	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Buffy coat plts prep|From 5 donors	WBDPLAT
E7084	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|Buffy coat plts prep|From 4 donors	IRWBDPLAT
E7085	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|Buffy coat plts prep|From 5 donors	IRWBDPLAT
E7086	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<1log6|Buffy coat plts prep|From 4 donors	LRWBDPLAT
E7087	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<1log6|Buffy coat plts prep|From 5 donors	LRWBDPLAT
E7088	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Buffy coat plts prep|From 4 donors	IRLRWBDPLAT
E7089	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Buffy coat plts prep|From 5 donors	IRLRWBDPLAT
E7090	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Plasma reduced/Plasma added|Buffy coat plts prep|From 4 donors	WBDPLAT
E7091	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Plasma reduced/Plasma added|Buffy coat plts prep|From 5 donors	WBDPLAT
E7092	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|Plasma reduced/Plasma added|Buffy coat plts prep|From 4 donors	IRWBDPLAT
E7093	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|Plasma reduced/Plasma added|Buffy coat plts prep|From 5 donors	IRWBDPLAT
E7094	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<1log6|Plasma reduced/Plasma added|Buffy coat plts prep|From 4 donors	LRWBDPLAT
E7095	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<1log6|Plasma reduced/Plasma added|Buffy coat plts prep|From 5 donors	LRWBDPLAT
E7096	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Plasma reduced/Plasma added|Buffy coat plts prep|From 4 donors	IRLRWBDPLAT
E7097	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Plasma reduced/Plasma added|Buffy coat plts prep|From 5 donors	IRLRWBDPLAT
E7098	Frozen POOLED PLATELETS|DMSO/XX/<-80C|Open|From 3 donors	WBDPLAT
E7099	Frozen POOLED PLATELETS|DMSO/XX/<-80C|Open|From 4 donors	WBDPLAT
E7100	Frozen POOLED PLATELETS|DMSO/XX/<-80C|Open|From 5 donors	WBDPLAT
E7101	Frozen POOLED PLATELETS|DMSO/XX/<-80C|Open|From 6 donors	WBDPLAT
E7102	Frozen POOLED PLATELETS|DMSO/XX/<-80C|Open|From 7 donors	WBDPLAT
E7103	Frozen POOLED PLATELETS|DMSO/XX/<-80C|Open|ResLeu:<1log6|From 3 donors	LRWBDPLAT
E7104	Frozen POOLED PLATELETS|DMSO/XX/<-80C|Open|ResLeu:<1log6|From 4 donors	LRWBDPLAT
E7105	Frozen POOLED PLATELETS|DMSO/XX/<-80C|Open|ResLeu:<1log6|From 5 donors	LRWBDPLAT
E7106	Frozen POOLED PLATELETS|DMSO/XX/<-80C|Open|ResLeu:<1log6|From 6 donors	LRWBDPLAT
E7107	Frozen POOLED PLATELETS|DMSO/XX/<-80C|Open|ResLeu:<1log6|From 7 donors	LRWBDPLAT
E7108	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|From 3 donors	WBDPLAT
E7109	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|From 4 donors	WBDPLAT
E7110	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|From 5 donors	WBDPLAT
E7111	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|From 6 donors	WBDPLAT
E7112	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|From 7 donors	WBDPLAT
E7113	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|From 3 donors	IRWBDPLAT
E7114	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|From 4 donors	IRWBDPLAT
E7115	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|From 5 donors	IRWBDPLAT
E7116	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|From 6 donors	IRWBDPLAT
E7117	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|From 7 donors	IRWBDPLAT
E7118	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<1log6|From 3 donors	LRWBDPLAT
E7119	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<1log6|From 4 donors	LRWBDPLAT
E7120	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<1log6|From 5 donors	LRWBDPLAT
E7121	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<1log6|From 6 donors	LRWBDPLAT
E7122	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<1log6|From 7 donors	LRWBDPLAT
E7123	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|ResLeu:<1log6|From 3 donors	IRLRWBDPLAT
E7124	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|ResLeu:<1log6|From 4 donors	IRLRWBDPLAT
E7125	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|ResLeu:<1log6|From 5 donors	IRLRWBDPLAT
E7126	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|ResLeu:<1log6|From 6 donors	IRLRWBDPLAT
E7127	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|ResLeu:<1log6|From 7 donors	IRLRWBDPLAT
E7128	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Plasma reduced/Plasma added|From 3 donors	WBDPLAT
E7129	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Plasma reduced/Plasma added|From 4 donors	WBDPLAT
E7130	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Plasma reduced/Plasma added|From 5 donors	WBDPLAT
E7131	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Plasma reduced/Plasma added|From 6 donors	WBDPLAT
E7132	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Plasma reduced/Plasma added|From 7 donors	WBDPLAT
E7133	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|Plasma reduced/Plasma added|From 3 donors	IRWBDPLAT
E7134	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|Plasma reduced/Plasma added|From 4 donors	IRWBDPLAT
E7135	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|Plasma reduced/Plasma added|From 5 donors	IRWBDPLAT
E7136	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|Plasma reduced/Plasma added|From 6 donors	IRWBDPLAT
E7137	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|Plasma reduced/Plasma added|From 7 donors	IRWBDPLAT
E7138	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<1log6|Plasma reduced/Plasma added|From 3 donors	LRWBDPLAT
E7139	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<1log6|Plasma reduced/Plasma added|From 4 donors	LRWBDPLAT
E7140	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<1log6|Plasma reduced/Plasma added|From 5 donors	LRWBDPLAT
E7141	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<1log6|Plasma reduced/Plasma added|From 6 donors	LRWBDPLAT
E7142	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<1log6|Plasma reduced/Plasma added|From 7 donors	LRWBDPLAT
E7143	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Plasma reduced/Plasma added|From 3 donors	IRLRWBDPLAT
E7144	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Plasma reduced/Plasma added|From 4 donors	IRLRWBDPLAT
E7145	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Plasma reduced/Plasma added|From 5 donors	IRLRWBDPLAT
E7146	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Plasma reduced/Plasma added|From 6 donors	IRLRWBDPLAT
E7147	Thawed POOLED PLATELETS|DMSO/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Plasma reduced/Plasma added|From 7 donors	IRLRWBDPLAT
E7148	Deglycerolized RED BLOOD CELLS|None/450mL/refg|Open|ResLeu:<1log6 WB filtr	LRWBDRBC
E7149	POOLED PLATELETS|CP2D/XX/20-24C|ResLeu:<5log6|From 4 donors|Bacterial monitoring	LRWBDPLAT
E7150	POOLED PLATELETS|CP2D/XX/20-24C|ResLeu:<5log6|From 5 donors|Bacterial monitoring	LRWBDPLAT
E7151	POOLED PLATELETS|CP2D/XX/20-24C|ResLeu:<5log6|From 6 donors|Bacterial monitoring	LRWBDPLAT
E7152	POOLED PLATELETS|CP2D/XX/20-24C|ResLeu:<5log6|From 7 donors|Bacterial monitoring	LRWBDPLAT
E7153	POOLED PLATELETS|CP2D/XX/20-24C|ResLeu:<5log6|From 8 donors|Bacterial monitoring	LRWBDPLAT
E7154	POOLED PLATELETS|CPD/XX/20-24C|ResLeu:<1log6|Plasma reduced|Buffy coat plts prep|From 4 donors	LRWBDPLAT
E7155	POOLED PLATELETS|CPD/XX/20-24C|ResLeu:<1log6|Plasma reduced|Buffy coat plts prep|From 5 donors	LRWBDPLAT
E7156	Washed Thawed POOLED PLATELETS|NS/XX/20-24C|Open|Buffy coat plts prep|From 4 donors	WBDPLAT
E7157	Washed Thawed POOLED PLATELETS|NS/XX/20-24C|Irradiated|Buffy coat plts prep|From 5 donors	IRWBDPLAT
E7158	Washed Thawed POOLED PLATELETS|NS/XX/20-24C|Open|Irradiated|Buffy coat plts prep|From 4 donors	IRWBDPLAT
E7159	Washed Thawed POOLED PLATELETS|NS/XX/20-24C|Open|Irradiated|Buffy coat plts prep|From 5 donors	IRWBDPLAT
E7160	Washed Thawed POOLED PLATELETS|NS/XX/20-24C|Open|ResLeu:<1log6|Buffy coat plts prep|From 4 donors	LRWBDPLAT
