ISBT	Description	prodCDC
E7161	Washed Thawed POOLED PLATELETS|NS/XX/20-24C|Open|ResLeu:<1log6|Buffy coat plts prep|From 5 donors	LRWBDPLAT
E7162	Washed Thawed POOLED PLATELETS|NS/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Buffy coat plts prep|From 4 donors	IRLRWBDPLAT
E7163	Washed Thawed POOLED PLATELETS|NS/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Buffy coat plts prep|From 5 donors	IRLRWBDPLAT
E7164	Washed Thawed Apheresis PLATELETS|NS/XX/20-24C|Open|ResLeu:<1log6	LRWBDPLAT
E7165	Washed Thawed Apheresis PLATELETS|NS/XX/20-24C|Open|Irradiated|ResLeu:<1log6	IRLRWBDPLAT
E7166	RED BLOOD CELLS|SAGM/350mL/refg|Irradiated	IRWBDRBC
E7167	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|Open|>=400mL<600mL	APHPLASMA
E7168	Frozen Apheresis RED BLOOD CELLS|Gly40%/XX/<-65C|Open|ResLeu:<1log6|1st container	LRAPHRBC
E7169	Frozen Apheresis RED BLOOD CELLS|Gly40%/XX/<-65C|Open|ResLeu:<1log6|2nd container	LRAPHRBC
E7170	Deglycerolized Apheresis RED BLOOD CELLS|None/XX/refg|Open|ResLeu:<1log6|1st container	LRAPHRBC
E7171	Deglycerolized Apheresis RED BLOOD CELLS|None/XX/refg|Open|ResLeu:<1log6|2nd container	LRAPHRBC
E7172	Liquid Apheresis PLASMA|ACD-A/XX/refg|Irradiated	APHPLASMA
E7220	PLATELETS|CPD/500mL/20-24C|Irradiated|Bacterial test	IRWBDPLAT
E7221	PLATELETS|CPD/500mL/20-24C|Bacterial test	WBDPLAT
E7222	Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/<-25C	APHPLASMA
E7224	Washed POOLED PLATELETS|None/XX/20-24C|Open|Buffy coat plts prep|From 2 donors	WBDPLAT
E7225	Washed POOLED PLATELETS|None/XX/20-24C|Open|Buffy coat plts prep|From 3 donors	WBDPLAT
E7226	Washed POOLED PLATELETS|None/XX/20-24C|Open|Buffy coat plts prep|From 4 donors	WBDPLAT
E7227	Washed POOLED PLATELETS|None/XX/20-24C|Open|Buffy coat plts prep|From 5 donors	WBDPLAT
E7228	Washed POOLED PLATELETS|None/XX/20-24C|Open|Buffy coat plts prep|From 6 donors	WBDPLAT
E7229	Washed POOLED PLATELETS|None/XX/20-24C|Open|Buffy coat plts prep|From 7 donors	WBDPLAT
E7230	Washed POOLED PLATELETS|None/XX/20-24C|Open|Buffy coat plts prep|From 8 donors	WBDPLAT
E7231	Thawed Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/refg|Quar:>=112d/retested	APHPLASMA
E7232	Thawed FRESH FROZEN PLASMA|CPD/450mL/refg|Quar:>=112d/retested	WBDPLASMA
E7233	Thawed FRESH FROZEN PLASMA|CPDA-1/450mL/refg|Quar:>=112d/retested	WBDPLASMA
E7234	POOLED PLATELETS|CPD/XX/20-24C|Open|Plasma reduced/Plasma added|From 3 donors	WBDPLAT
E7235	POOLED PLATELETS|CPD/XX/20-24C|Open|Plasma reduced/Plasma added|From 4 donors	WBDPLAT
E7236	POOLED PLATELETS|CPD/XX/20-24C|Open|Plasma reduced/Plasma added|From 5 donors	WBDPLAT
E7237	POOLED PLATELETS|CPD/XX/20-24C|Open|Plasma reduced/Plasma added|From 6 donors	WBDPLAT
E7238	POOLED PLATELETS|CPD/XX/20-24C|Open|Plasma reduced/Plasma added|From 7 donors	WBDPLAT
E7239	POOLED PLATELETS|CPD/XX/20-24C|Open|ResLeu:<1log6|Plasma reduced/Plasma added|From 3 donors	LRWBDPLAT
E7240	POOLED PLATELETS|CPD/XX/20-24C|Open|ResLeu:<1log6|Plasma reduced/Plasma added|From 4 donors	LRWBDPLAT
E7241	POOLED PLATELETS|CPD/XX/20-24C|Open|ResLeu:<1log6|Plasma reduced/Plasma added|From 5 donors	LRWBDPLAT
E7242	POOLED PLATELETS|CPD/XX/20-24C|Open|ResLeu:<1log6|Plasma reduced/Plasma added|From 6 donors	LRWBDPLAT
E7243	POOLED PLATELETS|CPD/XX/20-24C|Open|ResLeu:<1log6|Plasma reduced/Plasma added|From 7 donors	LRWBDPLAT
E7244	POOLED PLATELETS|CPD/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Plasma reduced/Plasma added|From 3 donors	IRLRWBDPLAT
E7245	POOLED PLATELETS|CPD/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Plasma reduced/Plasma added|From 4 donors	IRLRWBDPLAT
E7246	POOLED PLATELETS|CPD/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Plasma reduced/Plasma added|From 5 donors	IRLRWBDPLAT
E7247	POOLED PLATELETS|CPD/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Plasma reduced/Plasma added|From 6 donors	IRLRWBDPLAT
E7248	POOLED PLATELETS|CPD/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Plasma reduced/Plasma added|From 7 donors	IRLRWBDPLAT
E7249	POOLED PLATELETS|CPD/XX/20-24C|Open|Irradiated|Plasma reduced/Plasma added|From 3 donors	IRWBDPLAT
E7250	POOLED PLATELETS|CPD/XX/20-24C|Open|Irradiated|Plasma reduced/Plasma added|From 4 donors	IRWBDPLAT
E7251	POOLED PLATELETS|CPD/XX/20-24C|Open|Irradiated|Plasma reduced/Plasma added|From 5 donors	IRWBDPLAT
E7252	POOLED PLATELETS|CPD/XX/20-24C|Open|Irradiated|Plasma reduced/Plasma added|From 6 donors	IRWBDPLAT
E7253	POOLED PLATELETS|CPD/XX/20-24C|Open|Irradiated|Plasma reduced/Plasma added|From 7 donors	IRWBDPLAT
E7254	POOLED PLATELETS|CPD/XX/20-24C|ResLeu:<1log6|Plasma reduced/Plasma added|Buffy coat plts prep|From 4 donors	LRWBDPLAT
E7255	POOLED PLATELETS|CPD/XX/20-24C|ResLeu:<1log6|Plasma reduced/Plasma added|Buffy coat plts prep|From 5 donors	LRWBDPLAT
E7256	POOLED PLATELETS|CPD/XX/20-24C|ResLeu:<1log6|Plasma reduced/Plasma added|Buffy coat plts prep|From 6 donors	LRWBDPLAT
E7257	POOLED PLATELETS|CPD/XX/20-24C|Plasma reduced/Plasma added|Buffy coat plts prep|From 4 donors	WBDPLAT
E7258	POOLED PLATELETS|CPD/XX/20-24C|Plasma reduced/Plasma added|Buffy coat plts prep|From 5 donors	WBDPLAT
E7259	POOLED PLATELETS|CPD/XX/20-24C|Plasma reduced/Plasma added|Buffy coat plts prep|From 6 donors	WBDPLAT
E7260	Thawed Apheresis FRESH FROZEN PLASMA|ACD-A/XX/refg|Quar:>=112d/retested	APHPLASMA
E7261	POOLED PLATELETS|CPDA-1/XX/20-24C|Irradiated|ResLeu:<5log6	IRWBDPLAT
E7262	RED BLOOD CELLS|CPD/350mL/refg	WBDRBC
E7263	RED BLOOD CELLS|CPD/350mL/refg|ResLeu:<1log6	LRWBDRBC
E7264	RED BLOOD CELLS|CPD/350mL/refg|Irradiated|ResLeu:<1log6	IRLRWBDRBC
E7265	RED BLOOD CELLS|CPD>SAGM/450mL/refg|ResLeu:<5log6|Supernat rem/Plasma added	LRWBDRBC
E7266	RED BLOOD CELLS|CPD>SAGM/450mL/refg|Irradiated|ResLeu:<5log6|Supernat rem/Plasma added	IRLRWBDRBC
E7267	Apheresis RED BLOOD CELLS|ACD-A>AS1/XX/refg|Open|Irradiated|ResLeu:<5log6|Plasma added|1st container	IRLRAPHRBC
E7268	Apheresis RED BLOOD CELLS|ACD-A>AS1/XX/refg|Open|Irradiated|ResLeu:<5log6|Plasma added|2nd container	IRLRAPHRBC
E7269	Apheresis RED BLOOD CELLS|ACD-A>AS1/XX/refg|Open|Irradiated|ResLeu:<5log6|Albumin added|1st container	IRLRAPHRBC
E7270	Apheresis RED BLOOD CELLS|ACD-A>AS1/XX/refg|Open|Irradiated|ResLeu:<5log6|Albumin added|2nd container	IRLRAPHRBC
E7271	Apheresis RED BLOOD CELLS|ACD-A>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|Albumin added|1st container	IRLRAPHRBC
E7272	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|ResLeu:<5log6|Albumin added	LRAPHRBC
E7273	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|ResLeu:<5log6|Albumin added|1st container	LRAPHRBC
E7274	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|Albumin added	IRLRAPHRBC
E7275	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|Albumin added|1st container	IRLRAPHRBC
E7276	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|Albumin added|2nd container	IRLRAPHRBC
E7277	Washed Apheresis RED BLOOD CELLS|None/XX/refg|Open|Irradiated|ResLeu:<5log6|Albumin added	IRLRAPHRBC
E7278	Washed Apheresis RED BLOOD CELLS|None/XX/refg|Open|Irradiated|ResLeu:<5log6|Albumin added|1st container	IRLRAPHRBC
E7279	Washed Apheresis RED BLOOD CELLS|None/XX/refg|Open|Irradiated|ResLeu:<5log6|Albumin added|2nd container	IRLRAPHRBC
E7280	Washed Thawed POOLED PLATELETS|None/XX/20-24C|Open|ResLeu:<1log6|Buffy coat plts prep|From 3 donors	LRWBDPLAT
E7281	Washed Thawed POOLED PLATELETS|None/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Buffy coat plts prep|From 3 donors	IRLRWBDPLAT
E7282	PLATELETS|CPD/450mL/20-24C|Irradiated|ResLeu:<2log5	IRLRWBDPLAT
E7284	Lyophilized FRESH FROZEN PLASMA|CPD/XX/refg	WBDPLASMA
E7285	Reconstituted FRESH FROZEN PLASMA|CPD/XX/refg	WBDPLASMA
E7286	Lyophilized FRESH FROZEN PLASMA|CPD/XX/rt	WBDPLASMA
E7287	Reconstituted FRESH FROZEN PLASMA|CPD/XX/rt	WBDPLASMA
E7288	RED BLOOD CELLS|CPD>SAGM/500mL/refg|Irradiated|ResLeu:<5log6|Plasma reduced	IRLRWBDRBC
E7289	RED BLOOD CELLS|CPD>SAGM/500mL/refg|ResLeu:<5log6|Plasma reduced	LRWBDRBC
E7291	RED BLOOD CELLS|CPD>AS5/450mL/refg|Open|Irradiated|ResLeu:<5log6|Albumin added	IRLRWBDRBC
E7292	Thawed FRESH FROZEN PLASMA|CPD/450mL/refg|Frozen <=24h	WBDPLASMA
E7293	FRESH FROZEN PLASMA|CPD/450mL/<-25C|Frozen <=24h	WBDPLASMA
E7294	Thawed Apheresis FRESH FROZEN PLASMA|CPD-50/XX/refg|Frozen <=24h	APHPLASMA
E7295	Apheresis FRESH FROZEN PLASMA|CPD-50/XX/<-25 C|Frozen <=24h	APHPLASMA
E7296	PLATELETS|CPD/450mL/20-24C|Open|Irradiated|ResLeu:<2log5|Plasma reduced/Plasma added	IRLRWBDPLAT
E7297	PLATELETS|CPD/450mL/20-24C|Open|Irradiated|ResLeu:<2log5|Plasma reduced/Albumin added	IRLRWBDPLAT
E7298	Apheresis PLATELETS|ACD-A/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Plasma reduced/Albumin added	IRLRAPHPLAT
E7299	Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/<-25C|ResLeu:<1log6|Frozen <=6h	APHPLASMA
E7300	Thawed FRESH FROZEN PLASMA|CPD/XX/refg|ResLeu:<5log6	WBDPLASMA
E7301	Thawed FRESH FROZEN PLASMA|CP2D/XX/refg|ResLeu:NS	WBDPLASMA
E7302	Thawed Apheresis FRESH FROZEN PLASMA|CP2D/XX/refg|<200 mL	APHPLASMA
E7303	Thawed Apheresis FRESH FROZEN PLASMA|CP2D/XX/refg|>=600mL	APHPLASMA
E7304	Thawed Apheresis FRESH FROZEN PLASMA|CP2D/XX/refg|1st container	APHPLASMA
E7305	Thawed Apheresis FRESH FROZEN PLASMA|CP2D/XX/refg|2nd container	APHPLASMA
E7306	Thawed Apheresis PLASMA|CP2D/XX/refg|Open|Cryo reduced	APHPLASMA
E7307	Thawed Apheresis PLASMA|CP2D/XX/refg|Cryo reduced	APHPLASMA
E7308	Thawed Apheresis PLASMA|CP2D/XX/refg|<200 mL	APHPLASMA
E7309	Thawed Apheresis PLASMA|CP2D/XX/refg|>=600mL	APHPLASMA
E7310	Thawed Apheresis PLASMA|CP2D/XX/refg|1st container	APHPLASMA
E7311	Thawed Apheresis PLASMA|CP2D/XX/refg|2nd container	APHPLASMA
E7312	Thawed Apheresis PLASMA|NaCitrate/XX/refg|Cryo reduced	APHPLASMA
E7313	Thawed PLASMA|CPD/XX/refg|ResLeu:NS|Cryo reduced	WBDPLASMA
E7314	Thawed PLASMA|CPD/XX/refg|ResLeu:NS|Frozen <=24h	WBDPLASMA
E7315	Thawed PLASMA|CPD/XX/refg|ResLeu:<5log6	WBDPLASMA
E7316	Thawed PLASMA|CP2D/XX/refg|ResLeu:NS|Cryo reduced	WBDPLASMA
E7317	Thawed PLASMA|CP2D/XX/refg|ResLeu:NS|Frozen <=24h	WBDPLASMA
E7318	Thawed CRYOPRECIPITATE|None/XX/rt|ResLeu:NS	CRYO
E7319	Thawed POOLED CRYOPRECIPITATE|NS/XX/rt|From 10 Donors	CRYO
E7320	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-30C|ResLeu:<1log6|>=400mL<600mL|Psoralen-treated	APHPLASMA
E7321	PLATELETS|CPD/500mL/20-24C|Open|ResLeu:<8.3log5|Plasma reduced/Plasma added	LRWBDPLAT
E7324	Frozen Apheresis PLATELETS|DMSO/XX/<-65C|Irradiated|ResLeu:<5log6	IRLRAPHPLAT
E7325	Frozen Apheresis PLATELETS|DMSO/XX/<-65C|Irradiated|ResLeu:<5log6|1st container	IRLRAPHPLAT
E7326	Frozen Apheresis PLATELETS|DMSO/XX/<-65C|Irradiated|ResLeu:<5log6|2nd container	IRLRAPHPLAT
E7327	Frozen Apheresis PLATELETS|DMSO/XX/<-65C|Irradiated|ResLeu:<5log6|3rd container	IRLRAPHPLAT
E7328	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Irradiated|ResLeu:<5log6	IRLRAPHPLAT
E7329	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Irradiated|ResLeu:<5log6|1st container	IRLRAPHPLAT
E7330	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Irradiated|ResLeu:<5log6|2nd container	IRLRAPHPLAT
E7331	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Irradiated|ResLeu:<5log6|3rd container	IRLRAPHPLAT
E7332	Thawed CRYOPRECIPITATE|CPD/450mL/rt	CRYO
E7333	Thawed CRYOPRECIPITATE|CPDA-1/450mL/rt|Quar:>=112d/retested	CRYO
E7334	Thawed CRYOPRECIPITATE|CPD/450mL/rt|Quar:>=112d/retested	CRYO
E7335	Thawed CRYOPRECIPITATE|CPDA-1/450mL/rt	CRYO
E7336	Washed Thawed POOLED PLATELETS|NS/XX/20-24C|Open|ResLeu:<1log6|Buffy coat plts prep|From 3 donors	LRWBDPLAT
E7337	Washed Thawed POOLED PLATELETS|NS/XX/20-24C|Open|Irradiated|ResLeu:<1log6|Buffy coat plts prep|From 3 donors	IRLRWBDPLAT
E7338	POOLED PLATELETS|CPDA-1/XX/20-24C|Open|Plasma reduced	WBDPLAT
E7339	PLATELETS|CPD/500mL/20-24C|Open|Irradiated|ResLeu:<8.3log5|Plasma reduced/Plasma added	IRLRWBDPLAT
E7340	PLATELETS|CP2D/500mL/20-24C|ResLeu:<8.3log5|Bacterial monitoring	LRWBDPLAT
E7341	PLATELETS|CP2D/500mL/20-24C|Irradiated|ResLeu:<8.3log5|Bacterial monitoring	IRLRWBDPLAT
E7342	POOLED PLATELET-RICH BUFFY COAT|CPD/XX/20-24C|ResLeu:<1log6	LRWBDPLAT
E7343	FRESH FROZEN PLASMA|CPDA-1/XX/<-25C|Frozen <=15h|Riboflavin-treated	WBDPLASMA
E7344	FRESH FROZEN PLASMA|CPD/XX/<-25C|Frozen <=15h|Riboflavin-treated	WBDPLASMA
E7345	FRESH FROZEN PLASMA|CPDA-1/XX/<-25C|Frozen <=15h|Methylene blue-treated	WBDPLASMA
E7346	FRESH FROZEN PLASMA|CPD/XX/<-25C|Frozen <=15h|Methylene blue-treated	WBDPLASMA
S0089	LYMPHOCYTES  Apheresis|ACD-A/XX/refg|Closed	LYMPH
S0090	LYMPHOCYTES  Apheresis|ACD-A/XX/rt|Closed	LYMPH
S0091	Cryopreserved LYMPHOCYTES  Apheresis|ACD-A+10% DMSO/XX/<-120C|Closed	LYMPH
S0092	LYMPHOCYTES  Apheresis|PBS+alb+4% NaCitrate/XX/refg|Closed|CD8 depleted	LYMPH
S0093	LYMPHOCYTES  Apheresis|PBS+alb+4% NaCitrate/XX/rt|Closed|CD8 depleted	LYMPH
S0094	Cryopreserved LYMPHOCYTES  Apheresis|PBS+alb+4% NaCitrate+10% DMSO/XX/<-120C|Closed|CD8 depleted	LYMPH
S0099	LYMPHOCYTES  Apheresis|ACD-A+Heparin/XX/rt|Open	LYMPH
S0100	Cryopreserved LYMPHOCYTES  Apheresis|DMSO/XX/<-120C|Open|1st container	LYMPH
S0101	Cryopreserved LYMPHOCYTES  Apheresis|DMSO/XX/<-120C|Open|2nd container	LYMPH
S0102	Cryopreserved LYMPHOCYTES  Apheresis|DMSO/XX/<-120C|Open|3rd container	LYMPH
S0103	Cryopreserved LYMPHOCYTES  Apheresis|DMSO/XX/<-120C|Open|4th container	LYMPH
S0104	Thawed LYMPHOCYTES  Apheresis|DMSO/XX/<-120C|Open|1st container	LYMPH
S0105	Thawed LYMPHOCYTES  Apheresis|DMSO/XX/<-120C|Open|2nd container	LYMPH
S0106	Thawed LYMPHOCYTES  Apheresis|DMSO/XX/<-120C|Open|3rd container	LYMPH
S0107	Thawed LYMPHOCYTES  Apheresis|DMSO/XX/<-120C|Open|4th container	LYMPH
S0328	MNC  Apheresis|ACD-A/XX/refg|Open|1st container	MNC
S0329	MNC  Apheresis|ACD-A/XX/refg|Open|2nd container	MNC
S0330	MNC  Apheresis|ACD-A/XX/refg|Open|3rd container	MNC
S0331	MNC  Apheresis|ACD-A/XX/refg|Open|4th container	MNC
S0332	MNC  Apheresis|ACD-A/XX/rt|Open|1st container	MNC
S0333	MNC  Apheresis|ACD-A/XX/rt|Open|2nd container	MNC
S0334	MNC  Apheresis|ACD-A/XX/rt|Open|3rd container	MNC
S0335	MNC  Apheresis|ACD-A/XX/rt|Open|4th container	MNC
S0336	MNC  Apheresis|CPD/XX/refg|Open|1st container	MNC
S0337	MNC  Apheresis|CPD/XX/refg|Open|2nd container	MNC
S0338	MNC  Apheresis|CPD/XX/refg|Open|3rd container	MNC
S0339	MNC  Apheresis|CPD/XX/refg|Open|4th container	MNC
S0340	MNC  Apheresis|CPD/XX/rt|Open|1st container	MNC
S0341	MNC  Apheresis|CPD/XX/rt|Open|2nd container	MNC
S0342	MNC  Apheresis|CPD/XX/rt|Open|3rd container	MNC
S0343	MNC  Apheresis|CPD/XX/rt|Open|4th container	MNC
S0344	MNC  Apheresis|ACD-A/XX/refg|Open|Plasma added|1st container	MNC
S0345	MNC  Apheresis|ACD-A/XX/refg|Open|Plasma added|2nd container	MNC
S0346	MNC  Apheresis|ACD-A/XX/refg|Open|Plasma added|3rd container	MNC
S0347	MNC  Apheresis|ACD-A/XX/refg|Open|Plasma added|4th container	MNC
S0348	MNC  Apheresis|ACD-A/XX/rt|Open|Plasma added|1st container	MNC
S0349	MNC  Apheresis|ACD-A/XX/rt|Open|Plasma added|2nd container	MNC
S0350	MNC  Apheresis|ACD-A/XX/rt|Open|Plasma added|3rd container	MNC
S0351	MNC  Apheresis|ACD-A/XX/rt|Open|Plasma added|4th container	MNC
S0352	MNC  Apheresis|CPD/XX/refg|Open|Plasma added|1st container	MNC
S0353	MNC  Apheresis|CPD/XX/refg|Open|Plasma added|2nd container	MNC
S0354	MNC  Apheresis|CPD/XX/refg|Open|Plasma added|3rd container	MNC
S0355	MNC  Apheresis|CPD/XX/refg|Open|Plasma added|4th container	MNC
S0356	MNC  Apheresis|CPD/XX/rt|Open|Plasma added|1st container	MNC
S0357	MNC  Apheresis|CPD/XX/rt|Open|Plasma added|2nd container	MNC
S0358	MNC  Apheresis|CPD/XX/rt|Open|Plasma added|3rd container	MNC
S0359	MNC  Apheresis|CPD/XX/rt|Open|Plasma added|4th container	MNC
S0360	MNC  Apheresis|NS/XX/rt|Open|1st container|PUV treated	MNC
S0361	MNC  Apheresis|NS/XX/rt|Open|2nd container|PUV treated	MNC
S0362	MNC  Apheresis|NS/XX/rt|Open|3rd container|PUV treated	MNC
S0363	MNC  Apheresis|NS/XX/rt|Open|4th container|PUV treated	MNC
S0364	MNC  Apheresis|NS/XX/rt|Open|1st container|minimal	MNC
S0365	MNC  Apheresis|NS/XX/rt|Open|2nd container|minimal	MNC
S0366	MNC  Apheresis|NS/XX/rt|Open|3rd container|minimal	MNC
S0367	MNC  Apheresis|NS/XX/rt|Open|4th container|minimal	MNC
S0368	MNC  Apheresis|NS/XX/rt|Open|Plasma added|1st container|minimal	MNC
S0369	MNC  Apheresis|NS/XX/rt|Open|Plasma added|2nd container|minimal	MNC
S0370	MNC  Apheresis|NS/XX/rt|Open|Plasma added|3rd container|minimal	MNC
S0371	MNC  Apheresis|NS/XX/rt|Open|Plasma added|4th container|minimal	MNC
S0372	MNC  Apheresis|NS/XX/rt|Open|1st container|extensive	MNC
S0373	MNC  Apheresis|NS/XX/rt|Open|2nd container|extensive	MNC
S0374	MNC  Apheresis|NS/XX/rt|Open|3rd container|extensive	MNC
S0375	MNC  Apheresis|NS/XX/rt|Open|4th container|extensive	MNC
S0376	MNC  Apheresis|NS/XX/rt|Open|Plasma added|1st container|extensive	MNC
S0377	MNC  Apheresis|NS/XX/rt|Open|Plasma added|2nd container|extensive	MNC
S0378	MNC  Apheresis|NS/XX/rt|Open|Plasma added|3rd container|extensive	MNC
S0379	MNC  Apheresis|NS/XX/rt|Open|Plasma added|4th container|extensive	MNC
S0380	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|1st container	MNC
S0381	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|2nd container	MNC
S0382	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|3rd container	MNC
S0383	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|4th container	MNC
S0384	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|Plasma added|1st container	MNC
S0385	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|Plasma added|2nd container	MNC
S0386	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|Plasma added|3rd container	MNC
S0387	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|Plasma added|4th container	MNC
S0388	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|1st container|minimal	MNC
S0389	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|2nd container|minimal	MNC
S0390	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|3rd container|minimal	MNC
S0391	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|4th container|minimal	MNC
S0392	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|Plasma added|1st container|minimal	MNC
S0393	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|Plasma added|2nd container|minimal	MNC
S0394	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|Plasma added|3rd container|minimal	MNC
S0395	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|Plasma added|4thcontainer|minimal	MNC
S0396	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|1st container|extensive	MNC
S0397	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|2nd container|extensive	MNC
S0398	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|3rd container|extensive	MNC
S0399	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|4th container|extensive	MNC
S0400	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|Plasma added|1st container|extensive	MNC
S0401	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|Plasma added|2nd container|extensive	MNC
S0402	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|Plasma added|3rd container|extensive	MNC
S0403	Cryopreserved MNC  Apheresis|DMSO/XX/<-120C|Open|Plasma added|4th container|extensive	MNC
S0404	Thawed MNC  Apheresis|DMSO/XX/rt|Open|1st container	MNC
S0405	Thawed MNC  Apheresis|DMSO/XX/rt|Open|2nd container	MNC
S0406	Thawed MNC  Apheresis|DMSO/XX/rt|Open|3rd container	MNC
S0407	Thawed MNC  Apheresis|DMSO/XX/rt|Open|4th container	MNC
S0408	Thawed MNC  Apheresis|DMSO/XX/rt|Open|Plasma added|1st container	MNC
S0409	Thawed MNC  Apheresis|DMSO/XX/rt|Open|Plasma added|2nd container	MNC
S0410	Thawed MNC  Apheresis|DMSO/XX/rt|Open|Plasma added|3rd container	MNC
S0411	Thawed MNC  Apheresis|DMSO/XX/rt|Open|Plasma added|4th container	MNC
S0412	Thawed MNC  Apheresis|None/XX/rt|Open|1st container	MNC
S0413	Thawed MNC  Apheresis|None/XX/rt|Open|2nd container	MNC
S0414	Thawed MNC  Apheresis|None/XX/rt|Open|3rd container	MNC
S0415	Thawed MNC  Apheresis|None/XX/rt|Open|4th container	MNC
S0416	Thawed MNC  Apheresis|None/XX/rt|Open|Plasma added|1st container	MNC
S0417	Thawed MNC  Apheresis|None/XX/rt|Open|Plasma added|2nd container	MNC
S0418	Thawed MNC  Apheresis|None/XX/rt|Open|Plasma added|3rd container	MNC
S0419	Thawed MNC  Apheresis|None/XX/rt|Open|Plasma added|4th container	MNC
S0420	Thawed MNC  Apheresis|NS/XX/rt|Open|1st container|minimal	MNC
S0421	Thawed MNC  Apheresis|NS/XX/rt|Open|2nd container|minimal	MNC
S0422	Thawed MNC  Apheresis|NS/XX/rt|Open|3rd container|minimal	MNC
S0423	Thawed MNC  Apheresis|NS/XX/rt|Open|4th container|minimal	MNC
S0424	Thawed MNC  Apheresis|NS/XX/rt|Open|Plasma added|1st container|minimal	MNC
S0425	Thawed MNC  Apheresis|NS/XX/rt|Open|Plasma added|2nd container|minimal	MNC
S0426	Thawed MNC  Apheresis|NS/XX/rt|Open|Plasma added|3rd container|minimal	MNC
S0427	Thawed MNC  Apheresis|NS/XX/rt|Open|Plasma added|4th container|minimal	MNC
S0428	Thawed MNC  Apheresis|NS/XX/rt|Open|1st container|extensive	MNC
S0429	Thawed MNC  Apheresis|NS/XX/rt|Open|2nd container|extensive	MNC
S0430	Thawed MNC  Apheresis|NS/XX/rt|Open|3rd container|extensive	MNC
S0431	Thawed MNC  Apheresis|NS/XX/rt|Open|4th container|extensive	MNC
S0432	Thawed MNC  Apheresis|NS/XX/rt|Open|Plasma added|1st container|extensive	MNC
S0433	Thawed MNC  Apheresis|NS/XX/rt|Open|Plasma added|2nd container|extensive	MNC
S0434	Thawed MNC  Apheresis|NS/XX/rt|Open|Plasma added|3rd container|extensive	MNC
S0435	Thawed MNC  Apheresis|NS/XX/rt|Open|Plasma added|4th container|extensive	MNC
S0436	LYMPHOCYTES  Apheresis|ACD-A/XX/refg|Open|1st container	LYMPH
S0437	LYMPHOCYTES  Apheresis|ACD-A/XX/refg|Open|2nd container	LYMPH
S0438	LYMPHOCYTES  Apheresis|ACD-A/XX/refg|Open|3rd container	LYMPH
S0439	LYMPHOCYTES  Apheresis|ACD-A/XX/refg|Open|4th container	LYMPH
